id,date,username,badge,stars,model,variation,upvotes,comments,replied,title,url,reply,body
RY11929L02OAT,"October 3, 2019",Orestes,Verified Purchase,1,MC3224adwe,N/A,15,2,Yes,Defective out of the box - poor warranty support,https://www.amazon.com/gp/customer-reviews/RY11929L02OAT?ie=UTF8&ASIN=B07T4LGDGQ,"We are very sorry for your recent experience and, in this case, applaud you for your patience and commitment in trying to fix your Lexmark purchase.  We have a highly skilled and experienced technical support center and strive for all of our customers to have an excellent experience at all times. Lexmark tracks the performance of our help desk and maintains a high level of responsiveness.  However, in this instance, we clearly failed.  I can only hope we can correct this situation for you in the future.  We appreciate your input and will look to this to help drive incremental improvements in our processes, response and timing in order to help you and any future customers resolve issues quickly and as painlessly as possible. ","This particular printer was defective when delivered. As soon as it was set up it was obvious that the print quality was very poor. After contacting Lexmark and sending examples and details (SN, proof of purchase etc) of the printer, the initial diagnosis was a faulty toner cartridge. A new toner cartridge was promised for delivery the next day. Three days later, after multiple follow ups, I received notice that it had finally shipped. That turned out to not be the problem. Further diagnosis led to a conclusion that the problem was deeper and that the unit would need additional parts replaced. Rather than simply replacing the defective printer with a new one and an apology, I was told the necessary parts would be shipped overnight and a technician would be organized to install them and ensure that the printer was fully repaired. A week later, no parts, no technician, no contact from Lexmark, and still no working printer. Returned via Amazon. Very disappointing experience. Its possible that if you happen to get a working printer, it might serve you well. But don't count on much in the way of support from Lexmark if you happen to get a dud."
R1LVMAR6YBYF7X,"July 23, 2019",Doc H,Vine Customer,4,MC3224adwe,N/A,31,0,No,An Excellent Home/Small Business Laser Printer,https://www.amazon.com/gp/customer-reviews/R1LVMAR6YBYF7X?ie=UTF8&ASIN=B07T4LGDGQ,,"As a preface, Lexmark, the company, got out of the inkjet printer business in 2012. They were known for making fairly decent inkjets, with expensive proprietary ink (a business model Lexmark pioneered), complicated to set up and not always user friendly. There were also a series of complicated acquisitions and mergers following, with the resulting Lexmark of today. Now exclusively manufacturing laser printers in that product line, it is reassuring to note that not all of their inkjet reputation has followed them.This particular laser printer (MC3224adwe) is a reasonably good example of their product line. I set it up on a PC with a 64-bit Windows 10 OS – so to clarify, MAC users may have a different experience. Setup was fairly straightforward, with the exception of some hiccups with the mobile app setup (which the printer screen pops up and suggests) – as in it never connected to the network. I was able to connect with a USB cable, and subsequently to the network through the printer interface however, and the connection was solid and stable. My home network is a Linksys mesh, with about 50 connected devices and a 4T server, and so far no conflicts. The printer is configurable through the onboard screen interface as well as the Lexmark software (which actually follows my historical Lexmark experience – no frills, basic software, with not a lot of graphic flash and user prompts). Don’t count on a print preview with this software either, outside the Windows Print interface – your document will print as soon as the printer spools up, which actually takes a little more time than an inkjet. Multiple settings can be controlled and somewhat adjusted on the fly (like changing from 1 to 2-sided printing), although you may need to scroll through multiple menu screens to get what you want.As far as the printer hardware, the unit itself is pretty hefty – just over 40 pounds – but not much bigger than the Epson 4740 space it now occupies – maybe a shade deeper and taller. Laser printers have come a long way from back in the day they needed their own – large – cart. It does not have a telephone bypass, so if you fax a lot you will need a dedicated line, although in a pinch you can use a cable splitter and connect to your landline paired with your phone. The bad news is there is nothing in the software that let’s the printer detect an incoming call distinct from a fax, so if you're used to having your fax printer connected to your single phone line, and only pick up when a fax comes in (as many inkjet small business printers accommodate), you're out of luck. The solution is to temporarily turn off the analog fax, then turn it on when you need it, but again, several menu screens to accomplish. There is actually a marked space for a bypass (an “out"" connection for a phone cable), but it’s covered by a metal plate - so I assume it may be possible to add it later. As a dedicated fax it works well.The other, minor, quirk, is the paper feed bin, which is an ungenerous 250-sheet tray, mysteriously unlabeled, although the manual feed tray just above it is printed with the number “1.” The larger paper bin is, in fact, “Tray 1” when you sort out the defaults, but you wouldn't be able to tell from the instructions because there are none – just a couple of sheets of graphic images of the printer detailing stages of setup, sort of historical Lexmark hilarity. You can, after you figure it out, feed single sheets or envelopes manually through the single feed tray labeled “1.”The scanner function works through the onboard printer menu, and gives you a popup screen on your computer with basic scan functions using the Windows Fax and Scan utility– and you can scan to file, print, fax or email – from the document feeder or flatbed. It does allow you to scan in a variety of formats, but, being Windows, not directly to a PDF. Printing itself is fairly straightforward as well, and it's actually very easy to print directly from a mobile device, phone or tablet, without going through a dozen servers – kudos. The rated output is 24ppm, and that’s probably pretty accurate; 2-sided printing is the default, but configurable to 1 or 2, and it does it very well. That's slightly faster than a similarly configured business inkjet printer, and you can get this printer identically configured to print 26ppm as the MC3326 (more expensive). It's not apparent from the description, but it doesn't do straight duplex (2-sided) copies, but the more complicated copy each side, then combine. Print quality is good, but benefited by using laser paper – one of the true advantages of an inkjet is that it will print equally well on just about any thickness or texture of paper – don’t try that with a laser, but the strength of a laser is that it will print crisp text down to the tiniest font on the right paper. Color photos are also not a strength of laser printers, so if you are a dedicated photographer this is not your go-to, but it does a decent job of printing color photos up to about a 4800 cq (about 2400x600 dpi) resolution and 8x10, and particularly on glossy laser paper, with a good default color balance.And then there's the cost. Energy-wise, an inkjet or a laser printer use a negligible amount of electricity, because they essentially shut down after use. Expendable ink supplies are another matter. The toner cartridges for this printer cost almost $100 each, and it requires four. A full replacement set costs more than the printer, retail (though not unlike a comparable inkjet comparison). Lexmark does have an eco-friendly (and budget-friendly) exchange program for toner, which saves about 25% off that, although it doesn't seem to be currently available for this printer – maybe later. Compared to about $40 retail for inkjet replacement cartridges (and you also need four) for the Epson 4740 Workforce, an equivalent home/small business inkjet printer. This would seem to be quite a disparity, until you factor in the cost per print. The inkjet cartridges are rated over 600 pages each (sometimes more), but if you've used an inkjet, you know you’re unlikely to get the rated output. Inkjet ink dries out, requiring the printer to cycle and clean the heads periodically. You'll likely need to manually clean them at least once through the life of a cartridge, maybe more, especially with infrequent use. And probably realign the heads, also using ink. So don't count on the rated pages for an inkjet cartridge – 50 to 75 percent is more realistic. A laser toner cartridge will literally last years, in or out of the printer, used or unused, and the cartridges for this printer are rated at 1,500 pages (the standard, not the included cartridges - about half that), and you will get the full number of rated pages. A caveat for both – pages for rating estimates are considered mixed text and graphics – not full photographic spreads, which will reduce rated output.So the summary is that the available laser cartridges for the Lexmark will produce likely about two or three times as many pages as the equivalent inkjet, for a slightly better cost per page, and better printed text, with the added benefit of not fiddling with head alignment or cleaning, and not worrying about leaving the cartridges in the printer for an extended period. If you are a small business with basic printing, copying and faxing needs, or a home user who prints occasionally, faxes occasionally, copies and scans occasionally, and doesn't require high-def photos, this is a solid, economical laser printer that will serve you as well or better than an inkjet. If you are a photographer who needs maximum resolution prints larger than 8x10, or routinely uses graphic arts paper, take a look at a modern dedicated inkjet, knowing you will spend more in life-cycle costs to get what you want. For most of us, the Lexmark is probably what we should have on our desk. Recommended."
R78LTQL1GKLRY,"September 18, 2019",Dr. Spetter,Verified Purchase,2,C3326dw,N/A,8,0,No,Decent Printer but Noisey and Expensive,https://www.amazon.com/gp/customer-reviews/R78LTQL1GKLRY?ie=UTF8&ASIN=B07T3H979V,,"Printing is extremely loud and after a few months of ownership, I have had to replace the toner twice with typical office use. This thing is costing me a fortune in toner. In addition, I get constant offline errors and any PDF document will take from 5 to 15 mins just to process before it even starts printing. Avoid this one if your planning any kind of office deployment"
R3L2YHYFVSV0PB,"October 8, 2019",David,Verified Purchase,2,MC3224dwe,N/A,38,3,Yes,Can't buy toner,https://www.amazon.com/gp/customer-reviews/R3L2YHYFVSV0PB?ie=UTF8&ASIN=B07T1DQNNS,"Thank you for purchasing the Lexmark MC3224dwe. We apologize for the inconvenience when you have tried to order replacement cartridges. We have investigated this issue and are glad to inform you that we do have cartridges available. The website is incorrectly reporting a backorder so we are working to resolve that issue. In the meantime, you can order supplies at the link below. Even if it indicates a backorder, we will be able to ship the supply out per our normal delivery schedule. If this does not resolve your issue or you have any other questions, you can get additional support at support.lexmark.com or by calling 1-800-Lexmark (1-800-539-6275).Link to order additional supplies: https://www.lexmark.com/en_us/printer/14391/Lexmark-MC3224adwe#","This printer is perfect for the money but it is impossible to buy replacement toner. The machine comes with all four colors of starter toner but there is very little ink in those. I've searched everywhere to find replacement cartridges but they don't seem to exist. Even the Lexmark site shows ""on backorder until further notice"" but gives no estimate for when the product will be in stock. I think I'll have to return the printer."
RGZ49J58DX0W5,"May 16, 2019",Amazon Customer,Verified Purchase,3,MB2236adw,N/A,57,6,Yes,"Great little printer, aside from a few inconvenient oversights",https://www.amazon.com/gp/customer-reviews/RGZ49J58DX0W5?ie=UTF8&ASIN=B07N27LPPG,"Hello - We wanted to respond and thank you for your recent comments on the Lexmark MB2236adw. This feedback was very valuable and we wanted to let you know what steps we have taken to correct these issues.We have addressed the flickering light situation that you mentioned and have a new firmware release available on Lexmark.com that addresses it. You can go here to download it: support.lexmark.com/firmwareAlso, based on your feedback, we have taken action to improve the SMTP set-up situation as well. A new firmware release is in process and will be available soon. In the interim, we are going to have new devices default to the setting being OFF vs. ON as products leave the factory. We believe that most users will not need to set up SMTP on their devices, but if someone does, they can turn that setting on from the menu or via our web tool.Again, thank you for your insight. We value it and appreciate it and welcome your comments or questions.Best Regards,Lexmark"," I expected this printed to work out of the box, but there is one issue that breaks this whole experience. When you connect via WiFi and finish all the setup you are presented with the error “SMTP server not set up. Contact system administrator” and a constant flashing red light on the right side of the printer panel. I did all the connection steps correctly and had to spend some hours trying to research the problem online. After finding no solution in the manuals or online I decided to email Lexmark. It turns out you need to connect to the printer via your web browser to turn off a specific setting so this error goes away. This was quite irritating for me as I wasted almost half a day trying to figure out the problem. The printer works fine without addressing this error but there will be the constant red light flashing and the error on the screen which can be annoying. I think the Lexmark software guys should have had that printer setting activated by default out of the box so customers wouldn’t have to go through these extra steps.The last negative I have found is the power button light. On my unit there is a subtle flicker which you can notice from afar. This is also a little annoying at least for me. I have attached a video of the problem. I’m not sure if all units are like this or just mine.Now to the good things. This printer looks great. I love the aesthetic and someone gave me a compliment for it when they saw it sitting next to my desk. It looks modern and I prefer the white and light tones over dark plastic printers that sometimes look very ugly up in person. The printer is very compact for being a multi-function printer. The print quality is great from what I saw on sheet. When you put paper inside the tray it does extend about an inch from the back of the printer to accommodate the standard letter size so bear that in mind.If Lexmark did not program the printers to show the SMTP error by default and if the power light did not flicker I would have given it a higher score.TIP: to fix the SMTP error you need to press the wrench button on the printer panel > Reports > OK > Network > OK > Network Setup Page > OK. This will print out the printer’s IP address which you will need.On the page that prints out, the IP address will be on the top. Now go to your web browser on your computer that is on the same network as the printer and type that IP address in the address bar and hit enter. The printer’s Embedded Web Server or software should show up. Click on E-mail under Settings and check the box that says ‘Disable “SMTP server not set up” error’. Click the save button. You are set. That pesky error will go away and the dreadful red flashing light too."
R218MLO8BAOX78,"November 8, 2019",MH,Verified Purchase,1,MC3224adwe,N/A,5,0,No,THIS PRINTER IS NOT USER FRIENDLY.,https://www.amazon.com/gp/customer-reviews/R218MLO8BAOX78?ie=UTF8&ASIN=B07T4LGDGQ,,"The only things positive about a Lexmark MC3224adwe printer was its print quality and its physical construction (51 lbs). The printer was delivered without written support to setup this printer. Lexmark's online information is essentially meaningless. It was not only hard to understand, but it was vastly incomplete and misleading. After spending over 10 hours on the telephone with Lexmark's 3rd party contractor/support team, the technician got the printer to print properly. The technician could not get the scanner to function with the Lexmark information supplied to the 3rd party support team. The scanner worked after being ""jerry rigged"" by the technician with a non Lexmark product. Whoever designed Lexmark's software did not seem know what they were doing. The printer is built like a tank with the brain of a worm. I finally gave up and returned the printer to Amazon."
R3PX6BZ14XLM2W,"November 19, 2019",Many Words,Verified Purchase,5,C3326dw,N/A,4,0,No,A little bit longer than advertised - but excellent machine,https://www.amazon.com/gp/customer-reviews/R3PX6BZ14XLM2W?ie=UTF8&ASIN=B07T3H979V,,"Just got the printer on line - which was simple enough although the documentation is Windows oriented - Mac set up was just follow the menu items on the printer screen and when complete - it just worked. Love the color, clarity, and ease of changing the cartridges. This is the best design... just pull open a drawer from the front, and they are laying in there in order. Lift and replace. No digging into the internals of the printer. No lifting the top of the printer. Just pull and all cartridges are available for you to replace. One of my other selection criteria was the length of the unit. My printer lives in a cabinet that is 16 inches deep and this was advertised at 15.5 inches. What isn't noted is the cord plugs into the back and goes straight back from the printer's plug. This means the effective depth is 17 inches due to the room needed to bend the cord. I have purchased a right angle plug to deal with this and that will solve my relatively small problem. The printer has a noise level when printing (and did quiet when not) however, its not much different from the Brother laser printer it replaced and is less noisy than an ink jet. For its price point and functionality - it is no problem."
R28BZQY1LG9EMK,"October 6, 2019",Julia Duke,Verified Purchase,4,C3326dw,N/A,7,0,No,A great purchase worth the money.,https://www.amazon.com/gp/customer-reviews/R28BZQY1LG9EMK?ie=UTF8&ASIN=B07T3H979V,,This printer is awesome. I was concerned about switching from an inkjet to a laser and I'm so happy I did. The print quality is amazing. Everything is so crisp and clear compared to my inkjet. The only thing I wish I could do is print pictures. I mean I can print them on 8x10 but cannot print anything smaller. This printer is also really heavy which is good and bad. Makes it very difficult to move but also means its heavy duty well made. I would definitely recommend this if you are looking for a good laser.
R31IRF6KKMLQOE,"October 7, 2019",Casysdavid,Verified Purchase,2,MC3224dwe,N/A,19,1,Yes,Revised after some miserable days of ownership - down from 4 stars,https://www.amazon.com/gp/customer-reviews/R31IRF6KKMLQOE?ie=UTF8&ASIN=B07T1DQNNS,"We are very sorry for your experience in trying to setup the Lexmark MC3224adwe. For any issues, please contact Lexmark's official Technical Support group at 1-800-LEXMARK and our team will be happy to assist you.","Update: This printer is a PITA! Freezes and won't respond to anything without power cycling. Paper jam error messages constantly - ""COMPLETELY REMOVE PAPER TRAY, CLEAR THE JAM..."" --- there is no paper jam. This happens following a power-up and nearly every time I use the paper bypass. I'm regretting the purchase. Otherwise, print quality is good and it's very fast. I do like the smallish footprint, but no doc feeder, no fax and too many interruptions to reset and clear imaginary jams...Original review:First off, I'm an engineer at an automation company and totally speak the language. Nonetheless, I nearly sent this printer back after starting to read faq and hunting through the HORRIBLE Lexmark site. I just didn't want to deal with a bunch of stress simply to setup a desktop printer. That said, it took me all of 5-minutes (Windows 10) to get things up and running: remove tape and tabs that are clearly indicated, load paper, power up and follow instructions on the touchscreen. I did not install the included CD software; I did not do any firmware update - it's working fine, so unless I find something, it'll likely stay this way. Every computer in our office group connected easily (Add Printer, found the Lex immediately, select ...done).This model (MC3224dwe) does NOT have fax; I assumed this was an ""all-in-one"" device which is how I started my search criteria: ""all in one color laser printer"". My fault for not reading specs carefully - Amazon search fails like this often and I know better. I purchased because of good reviews and price - so far, so good."
R3ADV8URCH0W7Q,"August 24, 2019",Chef Dude...,Verified Purchase,5,MC3224adwe,N/A,8,0,No,Chef Dude...,https://www.amazon.com/gp/customer-reviews/R3ADV8URCH0W7Q?ie=UTF8&ASIN=B07T4LGDGQ,,"The smoothest, most user-friendly set up I have seen in the 3 printers I previously purchased. Toners are back ordered to purchase since this model only arrived in July but the Black toner is more available.The Mrs. is very pleased with the quality, as well. Very pleased!!!!"
