id,date,username,badge,stars,model,variation,upvotes,comments,replied,title,url,reply,body
R1YARC8VJQ6K6I,"February 27, 2020",Margo😇,Verified Purchase,5,MC3326adwe,N/A,0,0,No,Great LASER PRINTER! 😃,https://www.amazon.com/gp/customer-reviews/R1YARC8VJQ6K6I?ie=UTF8&ASIN=B07T5PRRXD,,Love it! 😃Home office & personal use.
R1TIU7XDSNYSCQ,"February 4, 2020",Charles Harrison,Verified Purchase,5,MC3326adwe,N/A,0,0,No,Works great,https://www.amazon.com/gp/customer-reviews/R1TIU7XDSNYSCQ?ie=UTF8&ASIN=B07T5PRRXD,,"I really like this printer. I liked my last Lexmark, but my wife wanted color, so I bought this one. Works great with good quality print and duplexing."
R1ZJ5A8AGR4EJF,"January 29, 2020",Teresa (ohio),Unverified,1,MC3326adwe,N/A,0,0,No,Run!,https://www.amazon.com/gp/customer-reviews/R1ZJ5A8AGR4EJF?ie=UTF8&ASIN=B07T5PRRXD,,"This printer is nothing but trouble. It is not user friendly. Our tech provider, along with certified Lexmark techs and I have spent countless man hours trying to get this printer to work correctly and have gotten nowhere. The airprint still doesn't work...at all...and the scanning feature is not working either. I would advise anyone considering purchasing this Lexmark to save your money and look elsewhere. I am so disappointed. Beyond that, I would also add that after yet another 2 hour telephone call to Lexmark yesterday, I have yet to receive the promised return communication from a more advanced tech. Lexmark? Really? You can do better. If there were lemon laws for printers, this one would definitely qualify as a lemon."
RQ267Y8YK5H6I,"January 20, 2020",Amazon Customer,Vine Customer,5,MC3326adwe,N/A,0,0,No,This is now my main printer,https://www.amazon.com/gp/customer-reviews/RQ267Y8YK5H6I?ie=UTF8&ASIN=B07T5PRRXD,,I have owned dozens of printers and this is the one I have chosen as my constantly on home printer. Anything other than photos are printed on this printer. Not that it does not print a decent photo but I have a much more expensive professional printer just for photos. I like everything about this printer and it is my current top choice for a home printer. It is dependable and as long as I keep paper in it I can count on it to print whatever I send to it. An absolute recommendation.
R2ZQGVP8POFMXU,"January 18, 2020",lynda,Verified Purchase,1,MC3326adwe,N/A,0,1,No,THIS PRINTER IS A PIECE OF CRAP!!!!,https://www.amazon.com/gp/customer-reviews/R2ZQGVP8POFMXU?ie=UTF8&ASIN=B07T5PRRXD,,"this is the worst printer i have ever bought- hard to get the paper in, hard to get it to print- the worst piece of crap everand i just bought new cartriges(very expensive) and it says ink supply low when it should be fullgoing back to HP"
RVP7XWF4RBIQ4,"January 7, 2020",H. Erickson,Vine Customer,5,MC3326adwe,N/A,0,0,No,"An excellent laser printer, especially for crafting!",https://www.amazon.com/gp/customer-reviews/RVP7XWF4RBIQ4?ie=UTF8&ASIN=B07T5PRRXD,,"This has been an excellent laser printer so far! We are incredibly pleased with it. Since it arrived and we set it up--which was simple for my husband but he is an IT guy so consider that--we've used it a ton. Probably a good two reams of paper and we've been satisfied with it all.It is an incredibly quick printer and scanner. The print quality is great and the ink never bleeds. I've enjoyed using this printer with my crafts, specifically my waterslide decals, because the laser ink doesn't need to be sealed and doesn't bleed under moisture. It dries quickly and applies precisely.Scanning setup took a bit more effort for me (husband wasn't home) but I got it up and running just fine by myself. The menu is color and so far has worked well, I have no problem operating this printer at all. My multiple devices have paired with it great.As far as laser printers go, and this one also being a color printer, this is an excellent choice for a home or small business printer! I would absolutely recommend it without reservations at this point. Of course, if anything changes I'll update this review accordingly."
R1FT7XLJFWCNHR,"December 5, 2019",Marc Murphy,Verified Purchase,5,MC3326adwe,N/A,2,0,No,Great MFP with amazing advanced network security settings,https://www.amazon.com/gp/customer-reviews/R1FT7XLJFWCNHR?ie=UTF8&ASIN=B07T5PRRXD,,The Web Interface for this printer is unlike anything I have ever seen and I'm in this industry. It comes with a small business price tag.......but has enterprise class features and performance. Great Product!
R1FZROXOFH46HK,"February 12, 2020",Pen Name,Verified Purchase,5,C3326dw,N/A,0,0,No,Great item,https://www.amazon.com/gp/customer-reviews/R1FZROXOFH46HK?ie=UTF8&ASIN=B07T3H979V,,"Great item, duplex works great and color quality is great"
R1Q32ICX39T0Z6,"November 6, 2019",tjkindle,Verified Purchase,1,MC3326adwe,N/A,5,0,No,nightmare,https://www.amazon.com/gp/customer-reviews/R1Q32ICX39T0Z6?ie=UTF8&ASIN=B07T5PRRXD,,Nightmare to try an attempt wireless hook up for printing . spent hours on phone with support to no avail.I would recommend to Lexmark to enclose better instructions or don't buy
R26MNIOGAQK1A7,"October 29, 2019",bringles,Verified Purchase,1,MC3326adwe,N/A,11,1,Yes,"TONER IS OVER $100 PER COLOR, STAY AWAY",https://www.amazon.com/gp/customer-reviews/R26MNIOGAQK1A7?ie=UTF8&ASIN=B07T5PRRXD,"Thank you for your review of the Lexmark MC3326 business color laser MFP.  Lexmark is pleased to provide multiple after market toner offers: A High Yield that has a low operating cost but a higher ticket price OR a lower yield that offers a slightly higher operational cost but is more sensitive to cash flow, with an entry price point well below $100.  The best way to find the correct supplies compatibility is to go to the Lexmark web site – under “Supplies & Accessories”.  Click on “Find Ink & Toner Supplies”.  Select your device type and model # and click “Search”.  You should see a list of supplies for your device. Here is the link to the “Supplies Finder” page: https://www.lexmark.com/US/en/view/Ink%20&%20Toner/catId=cat170003-category","BEWARE, TONER IS OVER $100 FOR EACH COLOR, STAY AWAY"
R1Q7BO5SP9FHK8,"February 1, 2020",Brad Cosner,Verified Purchase,5,C3326dw,N/A,0,0,No,Good quality,https://www.amazon.com/gp/customer-reviews/R1Q7BO5SP9FHK8?ie=UTF8&ASIN=B07T3H979V,,Got this for Christmas and I love it. Have to be careful using other papers though. I've gotten two paper jams already.
R2ABEEGKUTWBQ3,"February 1, 2020",Kindle Customer,Verified Purchase,5,C3326dw,N/A,1,1,Yes,Great Compact Color Printer,https://www.amazon.com/gp/customer-reviews/R2ABEEGKUTWBQ3?ie=UTF8&ASIN=B07T3H979V,We are so happy to hear you are having a good experience using your C3326. Our team works very hard to deliver products that our customers value and we thank you for taking the time to let us know!,"I purchased the Lexmark color laser printer for my classroom. The compact shape and size of the printer is perfect for small spaces. It yields double-sided, crisp, color documents rapidly with no paper jams."
R2QL9XVWH70BIX,"October 15, 2019",subu mysore,Verified Purchase,5,MC3326adwe,N/A,0,0,No,Works well for me,https://www.amazon.com/gp/customer-reviews/R2QL9XVWH70BIX?ie=UTF8&ASIN=B07T5PRRXD,,It is silent. It is fast. It is too early to state Maintenance and any issues of long term usage
R33H6LH1WPTH38,"January 29, 2020",sri,Verified Purchase,5,C3326dw,N/A,0,0,No,Great value printer,https://www.amazon.com/gp/customer-reviews/R33H6LH1WPTH38?ie=UTF8&ASIN=B07T3H979V,,"Great printer, a bit noisy, but gets the job done quickly"
R2FECNVJWLDZ8N,"January 22, 2020",Kindle Customer,Verified Purchase,2,C3326dw,N/A,1,1,Yes,Disappointing,https://www.amazon.com/gp/customer-reviews/R2FECNVJWLDZ8N?ie=UTF8&ASIN=B07T3H979V,"Thank you for your recent purchase of the Lexmark C3326. We are sorry to hear the printer is not performing as you expect when you print pictures. There are many variables that can affect print quality so we may be to able to resolve this issue. If you reach out to Lexmark support at 1-800-Lexmark (1-800-539-6275), you can reference ticket 1-3295 1567 1001 to expedite this investigation. Thank you for being a Lexmark customer and we look forward to working with you to resolve this issue.",It does not print pictures well
R3DNVBSCG3IKVO,"January 13, 2020",ionei,Verified Purchase,4,C3326dw,N/A,0,0,No,"Big, but does the job",https://www.amazon.com/gp/customer-reviews/R3DNVBSCG3IKVO?ie=UTF8&ASIN=B07T3H979V,,"print quality is great, but then again Ive only had it for a month; all my printers did a great job for several months. I'll re-review if a problem comes up.The thing is big and heavy enough I was worried as I set it down on my glass shelf, but it was ok. Set up was relatively easy, connecting the 5 laptops in the family to it took little time (though for some reason one computer came out with weird settings that had to be reset to normal). Prints pretty quickly but with a fair amount of noise compared to my old (inkjet) printer."
RJK6ON53WI7VO,"January 8, 2020",F. Pearl,Verified Purchase,5,C3326dw,N/A,0,0,No,Great printer for professional looking results,https://www.amazon.com/gp/customer-reviews/RJK6ON53WI7VO?ie=UTF8&ASIN=B07T3H979V,,"Excellent printer for value and quality. The starter toner does not last long so consider toner cost when buying the printer. I used it for printing brochures, which looked awesome compared to the inkjet ones."
R2N1H6N470LYGV,"December 24, 2019",miriam garcia,Verified Purchase,5,C3326dw,N/A,0,0,No,works excellent,https://www.amazon.com/gp/customer-reviews/R2N1H6N470LYGV?ie=UTF8&ASIN=B07T3H979V,,Works excellent.
R2CI18JQ4ATMWK,"December 21, 2019",M-I-Wright,Verified Purchase,5,C3326dw,N/A,0,0,No,Best printer for the price that packs a punch!,https://www.amazon.com/gp/customer-reviews/R2CI18JQ4ATMWK?ie=UTF8&ASIN=B07T3H979V,,Best printer for the price that packs a punch!
R27H700NWESK41,"December 16, 2019",Darlene,Verified Purchase,3,C3326dw,N/A,5,0,No,Print quality questionable,https://www.amazon.com/gp/customer-reviews/R27H700NWESK41?ie=UTF8&ASIN=B07T3H979V,,Not sure about this printer yet. Usually an inkjet user but needed a cost friendly laser printer and after research this is the one I choose. Not sure if I’m just used to the color saturation I get with my inkjet or if having trouble correcting print quality. I will search some solutions on the web and update. I really want to like this printer but as of this review I can only give 2 stars.
R2UTTFHICRQPDI,"October 11, 2019",Grant Fritchey,Vine Customer,5,MC3326adwe,N/A,1,0,No,Marvelous,https://www.amazon.com/gp/customer-reviews/R2UTTFHICRQPDI?ie=UTF8&ASIN=B07T5PRRXD,,"Remember the old days in computing when getting a new printer was an exercise in terror? Those days are long gone and I don't miss them. I plugged this in. Connected it to my wife's tablet. It worked. Heck, before we did that, I had to run a copy of something real quick. I had already plugged it in, so I just hit the copy button after feeding what we needed into the right slot. That worked.So, yeah, there's more to it than that. We set up the printer on the WIFI at home. I used the interface directly on the printer. It was easy, quick and intuitive. I had no more finished when my machine beeped. It had recognized the printer and had already negotiated my machine to have access to it.The only work involved was getting the scanning software set up on my wife's machine and then getting her to act as the scan recipient (my machine had assumed that job). It was maybe, five minutes, max.The quality of the prints are good. The noise factor is low. The speed is adequate for a small family and a work-out-of-the-house business. Scans are accurate. Copies are accurate. The entire thing is just working, right out of the box with minimal setup or labor. So much better than the old days."
R1V4T7XPTAVZ60,"October 5, 2019",Sherry Berry,Vine Customer,3,MC3326adwe,N/A,1,0,No,Lots of bells and whistles - but replacement ink is ridiculous,https://www.amazon.com/gp/customer-reviews/R1V4T7XPTAVZ60?ie=UTF8&ASIN=B07T5PRRXD,,"Take a look before you buy. The price on the replacement ink is enough to buy another printer AND more. There are four different toners that would need replacement. In terms of the setup, it's not too difficult to setup just standard printing and copying. However, the scanning feature is a joke. You can scan to e-mail or scan to a USB. I did not find anywhere that would allow you to scan to your PC, the most basic functionality that would make scanning make sense. The document feeder works fine and wireless was easy to set up.This unit is quite heavy. The printing is decently fast but I've only used it for printing black and white so far. I've seen better, honestly, and with the price point, I expected slightly more."
R3HMTK8MWQJL9C,"October 5, 2019",James Evans,Verified Purchase,4,MC3326adwe,N/A,1,0,No,So far so good,https://www.amazon.com/gp/customer-reviews/R3HMTK8MWQJL9C?ie=UTF8&ASIN=B07T5PRRXD,,Excellent full featured printer. My first Lexmark after using Brother and HP printers. Easy to set up and use with very good printing results. Only mark down is for the extremely expensive separate black and three (3) separate color cartridges. I will respond later about experience with more time in usage and cartridge life.
RPRGMWSBJI435,"October 4, 2019",IAmanonymous,Vine Customer,4,MC3326adwe,N/A,0,0,No,Very good quality,https://www.amazon.com/gp/customer-reviews/RPRGMWSBJI435?ie=UTF8&ASIN=B07T5PRRXD,,"This printer prints very high quality, and at a pretty good speed. Ink seems to be long lasting. This printer is full sized, and definitely not compact, but the printed results are outstanding."
