id,date,username,badge,stars,model,variation,upvotes,comments,replied,title,url,reply,body
R1FZROXOFH46HK,"February 12, 2020",Pen Name,Verified Purchase,5,C3326dw,N/A,0,0,No,Great item,https://www.amazon.com/gp/customer-reviews/R1FZROXOFH46HK?ie=UTF8&ASIN=B07T3H979V,,"Great item, duplex works great and color quality is great"
R1Q7BO5SP9FHK8,"February 1, 2020",Brad Cosner,Verified Purchase,5,C3326dw,N/A,0,0,No,Good quality,https://www.amazon.com/gp/customer-reviews/R1Q7BO5SP9FHK8?ie=UTF8&ASIN=B07T3H979V,,Got this for Christmas and I love it. Have to be careful using other papers though. I've gotten two paper jams already.
R1YARC8VJQ6K6I,"February 27, 2020",Margo😇,Verified Purchase,5,MC3326adwe,N/A,0,0,No,Great LASER PRINTER! 😃,https://www.amazon.com/gp/customer-reviews/R1YARC8VJQ6K6I?ie=UTF8&ASIN=B07T5PRRXD,,Love it! 😃Home office & personal use.
R2ABEEGKUTWBQ3,"February 1, 2020",Kindle Customer,Verified Purchase,5,C3326dw,N/A,1,1,Yes,Great Compact Color Printer,https://www.amazon.com/gp/customer-reviews/R2ABEEGKUTWBQ3?ie=UTF8&ASIN=B07T3H979V,We are so happy to hear you are having a good experience using your C3326. Our team works very hard to deliver products that our customers value and we thank you for taking the time to let us know!,"I purchased the Lexmark color laser printer for my classroom. The compact shape and size of the printer is perfect for small spaces. It yields double-sided, crisp, color documents rapidly with no paper jams."
R1TIU7XDSNYSCQ,"February 4, 2020",Charles Harrison,Verified Purchase,5,MC3326adwe,N/A,0,0,No,Works great,https://www.amazon.com/gp/customer-reviews/R1TIU7XDSNYSCQ?ie=UTF8&ASIN=B07T5PRRXD,,"I really like this printer. I liked my last Lexmark, but my wife wanted color, so I bought this one. Works great with good quality print and duplexing."
R1ZJ5A8AGR4EJF,"January 29, 2020",Teresa (ohio),Unverified,1,MC3326adwe,N/A,0,0,No,Run!,https://www.amazon.com/gp/customer-reviews/R1ZJ5A8AGR4EJF?ie=UTF8&ASIN=B07T5PRRXD,,"This printer is nothing but trouble. It is not user friendly. Our tech provider, along with certified Lexmark techs and I have spent countless man hours trying to get this printer to work correctly and have gotten nowhere. The airprint still doesn't work...at all...and the scanning feature is not working either. I would advise anyone considering purchasing this Lexmark to save your money and look elsewhere. I am so disappointed. Beyond that, I would also add that after yet another 2 hour telephone call to Lexmark yesterday, I have yet to receive the promised return communication from a more advanced tech. Lexmark? Really? You can do better. If there were lemon laws for printers, this one would definitely qualify as a lemon."
R33H6LH1WPTH38,"January 29, 2020",sri,Verified Purchase,5,C3326dw,N/A,0,0,No,Great value printer,https://www.amazon.com/gp/customer-reviews/R33H6LH1WPTH38?ie=UTF8&ASIN=B07T3H979V,,"Great printer, a bit noisy, but gets the job done quickly"
R2FECNVJWLDZ8N,"January 22, 2020",Kindle Customer,Verified Purchase,2,C3326dw,N/A,1,1,Yes,Disappointing,https://www.amazon.com/gp/customer-reviews/R2FECNVJWLDZ8N?ie=UTF8&ASIN=B07T3H979V,"Thank you for your recent purchase of the Lexmark C3326. We are sorry to hear the printer is not performing as you expect when you print pictures. There are many variables that can affect print quality so we may be to able to resolve this issue. If you reach out to Lexmark support at 1-800-Lexmark (1-800-539-6275), you can reference ticket 1-3295 1567 1001 to expedite this investigation. Thank you for being a Lexmark customer and we look forward to working with you to resolve this issue.",It does not print pictures well
RQ267Y8YK5H6I,"January 20, 2020",Amazon Customer,Vine Customer,5,MC3326adwe,N/A,0,0,No,This is now my main printer,https://www.amazon.com/gp/customer-reviews/RQ267Y8YK5H6I?ie=UTF8&ASIN=B07T5PRRXD,,I have owned dozens of printers and this is the one I have chosen as my constantly on home printer. Anything other than photos are printed on this printer. Not that it does not print a decent photo but I have a much more expensive professional printer just for photos. I like everything about this printer and it is my current top choice for a home printer. It is dependable and as long as I keep paper in it I can count on it to print whatever I send to it. An absolute recommendation.
R3DNVBSCG3IKVO,"January 13, 2020",ionei,Verified Purchase,4,C3326dw,N/A,0,0,No,"Big, but does the job",https://www.amazon.com/gp/customer-reviews/R3DNVBSCG3IKVO?ie=UTF8&ASIN=B07T3H979V,,"print quality is great, but then again Ive only had it for a month; all my printers did a great job for several months. I'll re-review if a problem comes up.The thing is big and heavy enough I was worried as I set it down on my glass shelf, but it was ok. Set up was relatively easy, connecting the 5 laptops in the family to it took little time (though for some reason one computer came out with weird settings that had to be reset to normal). Prints pretty quickly but with a fair amount of noise compared to my old (inkjet) printer."
RJK6ON53WI7VO,"January 8, 2020",F. Pearl,Verified Purchase,5,C3326dw,N/A,0,0,No,Great printer for professional looking results,https://www.amazon.com/gp/customer-reviews/RJK6ON53WI7VO?ie=UTF8&ASIN=B07T3H979V,,"Excellent printer for value and quality. The starter toner does not last long so consider toner cost when buying the printer. I used it for printing brochures, which looked awesome compared to the inkjet ones."
R2ZQGVP8POFMXU,"January 18, 2020",lynda,Verified Purchase,1,MC3326adwe,N/A,0,1,No,THIS PRINTER IS A PIECE OF CRAP!!!!,https://www.amazon.com/gp/customer-reviews/R2ZQGVP8POFMXU?ie=UTF8&ASIN=B07T5PRRXD,,"this is the worst printer i have ever bought- hard to get the paper in, hard to get it to print- the worst piece of crap everand i just bought new cartriges(very expensive) and it says ink supply low when it should be fullgoing back to HP"
R2N1H6N470LYGV,"December 24, 2019",miriam garcia,Verified Purchase,5,C3326dw,N/A,0,0,No,works excellent,https://www.amazon.com/gp/customer-reviews/R2N1H6N470LYGV?ie=UTF8&ASIN=B07T3H979V,,Works excellent.
R2CI18JQ4ATMWK,"December 21, 2019",M-I-Wright,Verified Purchase,5,C3326dw,N/A,0,0,No,Best printer for the price that packs a punch!,https://www.amazon.com/gp/customer-reviews/R2CI18JQ4ATMWK?ie=UTF8&ASIN=B07T3H979V,,Best printer for the price that packs a punch!
R3FFZYVQBSZU9Z,"March 14, 2020",Marcell Robinson,Verified Purchase,1,MB2236adw,N/A,0,0,No,Did not Work,https://www.amazon.com/gp/customer-reviews/R3FFZYVQBSZU9Z?ie=UTF8&ASIN=B07N27LPPG,,Unit did not work.
R3NRYMXAR9G1I9,"March 13, 2020",Rodger M.,Verified Purchase,1,C3224dw,N/A,0,0,No,"BAD PRINTER. ERRORS ALL THE TIME, WE GOT TWO, BOTH HAD THE SAME ISSUE",https://www.amazon.com/gp/customer-reviews/R3NRYMXAR9G1I9?ie=UTF8&ASIN=B07T6PGM4J,,"Can't even get to try out a print.. ""REMOVE CARTRIDGE PACKAGING"" Lexmark failed, the doors don't even close properly."
RBUXGMDN6YGTX,"March 16, 2020",Frank funaro,Verified Purchase,5,MB2236adwe,N/A,0,0,No,works!,https://www.amazon.com/gp/customer-reviews/RBUXGMDN6YGTX?ie=UTF8&ASIN=B07T3HB1VZ,,"you guys replaced it in a hurry as i wished, it came just like you said, and worked perfectly, i thank you!"
RVP7XWF4RBIQ4,"January 7, 2020",H. Erickson,Vine Customer,5,MC3326adwe,N/A,0,0,No,"An excellent laser printer, especially for crafting!",https://www.amazon.com/gp/customer-reviews/RVP7XWF4RBIQ4?ie=UTF8&ASIN=B07T5PRRXD,,"This has been an excellent laser printer so far! We are incredibly pleased with it. Since it arrived and we set it up--which was simple for my husband but he is an IT guy so consider that--we've used it a ton. Probably a good two reams of paper and we've been satisfied with it all.It is an incredibly quick printer and scanner. The print quality is great and the ink never bleeds. I've enjoyed using this printer with my crafts, specifically my waterslide decals, because the laser ink doesn't need to be sealed and doesn't bleed under moisture. It dries quickly and applies precisely.Scanning setup took a bit more effort for me (husband wasn't home) but I got it up and running just fine by myself. The menu is color and so far has worked well, I have no problem operating this printer at all. My multiple devices have paired with it great.As far as laser printers go, and this one also being a color printer, this is an excellent choice for a home or small business printer! I would absolutely recommend it without reservations at this point. Of course, if anything changes I'll update this review accordingly."
R27H700NWESK41,"December 16, 2019",Darlene,Verified Purchase,3,C3326dw,N/A,5,0,No,Print quality questionable,https://www.amazon.com/gp/customer-reviews/R27H700NWESK41?ie=UTF8&ASIN=B07T3H979V,,Not sure about this printer yet. Usually an inkjet user but needed a cost friendly laser printer and after research this is the one I choose. Not sure if I’m just used to the color saturation I get with my inkjet or if having trouble correcting print quality. I will search some solutions on the web and update. I really want to like this printer but as of this review I can only give 2 stars.
R11KPE3MQXB3T7,"March 11, 2020",Amazon Customer,Verified Purchase,1,MB2236adw,N/A,0,0,No,Does not work.,https://www.amazon.com/gp/customer-reviews/R11KPE3MQXB3T7?ie=UTF8&ASIN=B07N27LPPG,,"Once you fix one problem, another occurs and prevents you from printing/scanning/faxing. We first came across the SMTP server issue. We contact support, and after an hour, still no luck. However, we ending fixing it ourselves. Once we got the printer working and onto our network, it continues to show error state when printing to any computer that tries to print to it. Too much maintenance comes with this printer. Do not recommend."
R2TJU4SF8JIXJK,"February 22, 2020",Kelly Pfister,Verified Purchase,4,MB2236adw,N/A,2,0,No,Lexmark MB2236,https://www.amazon.com/gp/customer-reviews/R2TJU4SF8JIXJK?ie=UTF8&ASIN=B07N27LPPG,,"I like the printer, however I found out after the fact that there is no local scan to PC option and scanning must be done via the cloud. Had I know this, I would have picked a different all-in-one. That being said, I like how this one prints and the fact that it prints double sided. It is also easy to make copies. Update 2/27/20 I figured out that this will scan to your local PC if you use Windows Fax and Scan. Also, there are some open source software scanners that will also allow you to scan on your local PC. I am using NAPS2 and it works great with this."
R12R4GJFF35RYO,"March 13, 2020",Raleigh Araga,Verified Purchase,2,C3224dw,N/A,0,0,No,"Great quality, bad connection problems.",https://www.amazon.com/gp/customer-reviews/R12R4GJFF35RYO?ie=UTF8&ASIN=B07T6PGM4J,,"The printer itself is pretty good. It prints great colored prints, not necessarily top grade for photographers, but sufficient enough for everyday-use colored fliers and portraits. After reading the other reviews, I thought I wouldn't have any issues with connections and that the other buyers complaining of connection issues were isolated incidents; I was wrong. What good is a printer that prints excellent pictures but constantly disconnects from your devices when you need it?! It was constantly offline. I decided to return and go with a more reliable Canon."
R23V3FK5MSBLUV,"March 11, 2020",Luis Proano,Verified Purchase,5,C3224dw,N/A,0,0,No,nbice,https://www.amazon.com/gp/customer-reviews/R23V3FK5MSBLUV?ie=UTF8&ASIN=B07T6PGM4J,,i like
R308K94GIV24YN,"March 14, 2020",Norville Ruland,Verified Purchase,5,MB2236adwe,N/A,0,0,No,very good quality.,https://www.amazon.com/gp/customer-reviews/R308K94GIV24YN?ie=UTF8&ASIN=B07T3HB1VZ,,Was easy to install when I got the right driver. Bought for my mom and here computer is a vista operating system. downloaded the correct driver and worked great. I sell the BSD line of Lexmark and love them. the best for business you can get. The toner return policy is great. I ordered extra toner for this printer and got it the next day.
R3LM2B3Q2I7A8E,"March 11, 2020",LarryN,Verified Purchase,3,MB2236adwe,N/A,0,0,No,over all a B+.,https://www.amazon.com/gp/customer-reviews/R3LM2B3Q2I7A8E?ie=UTF8&ASIN=B07T3HB1VZ,,Does not print envelopes well. wrinkles as envelopes go through the process
R1THLTVFM0X4PU,"March 16, 2020",Peterc0527,Verified Purchase,5,MC3224dwe,N/A,0,0,No,"Easy setup, good features",https://www.amazon.com/gp/customer-reviews/R1THLTVFM0X4PU?ie=UTF8&ASIN=B07T1DQNNS,,"We are very low-volume printers. The Lexmark was easy to set up, works well. The apps that go with it (especially Mopria) make printing from tablets and phones easy. There's a Lexmark Scan app that sends the scan to your device instead of requiring a USB drive. My only issue so far is the cost of toner. It's almost as bad as ink-jets. But, the initial toner supply has already lasted quite a while, although we only print a page or two a day."
