id,date,username,badge,stars,model,variation,upvotes,comments,replied,title,url,reply,body
R1K5L8J0WP5ET5,"March 10, 2020",schultz,Verified Purchase,5,C3224dw,N/A,0,0,No,It prints,https://www.amazon.com/gp/customer-reviews/R1K5L8J0WP5ET5?ie=UTF8&ASIN=B07T6PGM4J,,Seems to be working as advertised
R2JVYG5FC41HPF,"March 9, 2020",pandafam,Verified Purchase,5,C3224dw,N/A,0,0,No,"Set up okay, print quality is amazing!",https://www.amazon.com/gp/customer-reviews/R2JVYG5FC41HPF?ie=UTF8&ASIN=B07T6PGM4J,,"I tried another brand before this and was an awful experience printing and trying to return it. I researched and decided to go with this laser printer, and at this price point, I am shocked that the print is THIS clean and sharp. The printer is a bit heavy (~30 lbs?) and large. The set up is pretty easy - I did NOT set up through the app, I did it directly on the printer and got a bit frustrated trying to scroll type my way through my wifi password one letter at a time, but was ready to go immediately after I connected. Then I added the printer on the computer and was printing within a minute. I have also added the app on my phone but have yet to try and print off the app.The only thing I am a bit disappointed by is the darkening of colors when I print in color. Beige turns into a greenish brown, the light pink turns into a muted, darker pink. I will be mindful when printing my own creations to pick lighter colors, but am a bit puzzled by this. Not enough to send back because the printer is so quick and sharp, but a bit annoyed my colors on the screen won't come out on the page exactly. I hope this review helps someone."
R8FYQ609BWVY6,"March 6, 2020",Avoid,Verified Purchase,1,C3224dw,N/A,0,0,No,Avoid,https://www.amazon.com/gp/customer-reviews/R8FYQ609BWVY6?ie=UTF8&ASIN=B07T6PGM4J,,Terrible terrible quality. Worst than my bubble jet printer.
R1V04ABSSB750R,"March 5, 2020",Topcop,Verified Purchase,1,C3224dw,N/A,1,0,No,Don’t Buy - WIFI Doesn’t Connect - Be ware!!,https://www.amazon.com/gp/customer-reviews/R1V04ABSSB750R?ie=UTF8&ASIN=B07T6PGM4J,,DO NOT buy this printer! I spent 2 1/2 hours attempting to get it to connect wirelessly. It would work intermittently but would not stay connected and I have outstanding WiFi speed & connection strength.I tried to call customer service and waited 1 hour on hold.If you are an IT guy you MIGHT be able to get this to work but for the average Joe - forget it!
R1HTSK6SKZWX1C,"March 4, 2020",Smoke92,Verified Purchase,1,C3224dw,N/A,0,0,No,"Garbage product, garbage tech support.",https://www.amazon.com/gp/customer-reviews/R1HTSK6SKZWX1C?ie=UTF8&ASIN=B07T6PGM4J,,"Out of the box this wouldn't work with my wi-fi connection that all my other devices work with. I ended up having to run a 20 foot USB cable to it and it still never worked. Just printed page after page of random letters, numbers, and symbols. No response on the front panel, cant even turn it off without unplugging it. Downloaded all drivers for it and no difference. Waited over an hour on the phone for technical support on multiple occasions before giving up. Lexmark chat tech support doesn't even load when you try and use it. It just says there is an error with the application. I have about 6 hours into this thing and its never worked. Don't waste your time."
R3HKMNDZ0EAS3X,"March 2, 2020",CJ,Verified Purchase,1,C3224dw,N/A,0,0,No,Junk,https://www.amazon.com/gp/customer-reviews/R3HKMNDZ0EAS3X?ie=UTF8&ASIN=B07T6PGM4J,,"Color didn't work well out of the box, out-of-memory errors trying to print a single page document, and the whole thing stopped working just over 2 months after delivery. For the price I wasn't expecting much, but this printer just isn't fit for any use. I got about five weeks of printing b&w documents out of it at a rate of 5-10 pages per day, 5 days per week. Very disappointing, and a waste of time, money and energy."
R1RN4SV604B4A2,"February 28, 2020",Cynthia Tuel,Verified Purchase,5,C3224dw,N/A,0,0,No,So far so good,https://www.amazon.com/gp/customer-reviews/R1RN4SV604B4A2?ie=UTF8&ASIN=B07T6PGM4J,,"So far this has been an excellent printer. It does have a little troubled duplexing card stock, but at this price point I'll manually flip the page over. Only the second day, so I'll revisit this on day 30"
R7F441SBI1GQC,"February 25, 2020",Winona,Verified Purchase,5,C3224dw,N/A,0,0,No,prints cleanly and quickly,https://www.amazon.com/gp/customer-reviews/R7F441SBI1GQC?ie=UTF8&ASIN=B07T6PGM4J,,Wonderful upgrade from our (very) old printer and just what we needed. The only thing that I am kind of disappointed about is that duplex printing seems to be for letter paper only.
R3C7YDV8538LJ6,"February 24, 2020",Laurie Ballora,Verified Purchase,1,C3224dw,N/A,3,0,No,Not worth the money! Cartridges too expensive!!,https://www.amazon.com/gp/customer-reviews/R3C7YDV8538LJ6?ie=UTF8&ASIN=B07T6PGM4J,,I would not purchase again! Print quality is great but the cartridges are more expensive than the printer! DO NOT BUY! Get a different one!
R248OY3VSA2N60,"February 17, 2020",beavercopa,Verified Purchase,1,C3224dw,N/A,0,0,No,JUNK JUNK JUNK,https://www.amazon.com/gp/customer-reviews/R248OY3VSA2N60?ie=UTF8&ASIN=B07T6PGM4J,,"A DISK, 3 CALLS TO IT, 3 FAILED ATTEMPTS FROM LEXMARK TO GET INTO MY COMPUTER. IT WEIGHS A TON, AND DOES NOT WORK. WIRELESS APPS, PHONE CALLS, AND IT PROFESSIONAL AND THREE FAILED ATTEMPTS FOR SOMEONE TO REMOTE IN AND FIX.. WORTH LESS AND GET OUT OF THE BUSINESS."
