id,date,username,badge,stars,model,variation,upvotes,comments,replied,title,url,reply,body
R1YMWP1U6TIY1P,"March 27, 2020",Amazon Customer,Verified Purchase,5,C3224dw,N/A,0,0,No,Great Printer!!,https://www.amazon.com/gp/customer-reviews/R1YMWP1U6TIY1P?ie=UTF8&ASIN=B07T6PGM4J,,I LOVE this laser printer. I bought this printer to solely make water slide decals for my tumbler business. It works great. The print quality is amazing.
R32N5HZW1PYZHD,"March 27, 2020",Snarky Star,Verified Purchase,1,C3224dw,N/A,0,0,No,"Love It At First, Now It Is Always 'Device is Unreachable'",https://www.amazon.com/gp/customer-reviews/R32N5HZW1PYZHD?ie=UTF8&ASIN=B07T6PGM4J,,"Worked great for like a month, now even though it says it is connected, it is only ever 'unreachable'. I've gone in and set up the connection over and over again. It's like any time I want to print ANYTHING I have to reset to factory settings, reconnect, and print immediately. Wait for more than an hour and it's unreachable with no way to connect unless you go back to factory settings and do everything all over again. Garbage."
R32F288TRFH3EM,"March 23, 2020",Brian,Verified Purchase,1,C3224dw,N/A,0,0,No,Horrible Machine,https://www.amazon.com/gp/customer-reviews/R32F288TRFH3EM?ie=UTF8&ASIN=B07T6PGM4J,,Its probably the worst printer to have shipped in today's shipping environment. Never worked and I would suggest that no one buy this model. Its extremely hard to setup.Brian
R2YGW0VRO3KOSB,"March 21, 2020",george tahan,Verified Purchase,5,C3224dw,N/A,0,0,No,Great Lexmark printer.,https://www.amazon.com/gp/customer-reviews/R2YGW0VRO3KOSB?ie=UTF8&ASIN=B07T6PGM4J,,"Easy setup using ethernet connection, wireless connection on my laptop has a problem and the ethernet connection was a good solution for now. I had an older model Lexmark printer X4550 still working and very quite operation, every low noise.except ink cartridge holder broke."
R21KMQUUGLH80N,"March 21, 2020",Nickie Donlin,Verified Purchase,5,C3224dw,N/A,0,0,No,Good Printer,https://www.amazon.com/gp/customer-reviews/R21KMQUUGLH80N?ie=UTF8&ASIN=B07T6PGM4J,,"So far, I have no complaints for this printer. I bought it because I don't print all that often and was tired of my cartridges drying up in my inkjet printer. I read some of the reviews about the WiFi issues and took the advice of the ones who made their printer's IP address static. No WiFi issues for me. It prints fast with good quality. Very happy with my purchase."
R2CE2OT3DWUZM6,"March 20, 2020",Chooseup,Verified Purchase,5,C3224dw,N/A,0,0,No,Perfect Home Office Color Laser Printer!,https://www.amazon.com/gp/customer-reviews/R2CE2OT3DWUZM6?ie=UTF8&ASIN=B07T6PGM4J,,"Product received quickly from Amazon. Well packaged. Very easy to set-up and get it on my network. Small footprint and much quieter than my 7 year old HP color laser (and much smaller and lighter). So far, I am very happy with this purchase!"
R3NRYMXAR9G1I9,"March 13, 2020",Rodger M.,Verified Purchase,1,C3224dw,N/A,0,1,No,"BAD PRINTER. ERRORS ALL THE TIME, WE GOT TWO, BOTH HAD THE SAME ISSUE",https://www.amazon.com/gp/customer-reviews/R3NRYMXAR9G1I9?ie=UTF8&ASIN=B07T6PGM4J,,"Can't even get to try out a print.. ""REMOVE CARTRIDGE PACKAGING"" Lexmark failed, the doors don't even close properly."
R12R4GJFF35RYO,"March 13, 2020",Raleigh Araga,Verified Purchase,2,C3224dw,N/A,0,0,No,"Great quality, bad connection problems.",https://www.amazon.com/gp/customer-reviews/R12R4GJFF35RYO?ie=UTF8&ASIN=B07T6PGM4J,,"The printer itself is pretty good. It prints great colored prints, not necessarily top grade for photographers, but sufficient enough for everyday-use colored fliers and portraits. After reading the other reviews, I thought I wouldn't have any issues with connections and that the other buyers complaining of connection issues were isolated incidents; I was wrong. What good is a printer that prints excellent pictures but constantly disconnects from your devices when you need it?! It was constantly offline. I decided to return and go with a more reliable Canon."
R23V3FK5MSBLUV,"March 11, 2020",Luis Proano,Verified Purchase,5,C3224dw,N/A,0,0,No,nbice,https://www.amazon.com/gp/customer-reviews/R23V3FK5MSBLUV?ie=UTF8&ASIN=B07T6PGM4J,,i like
R1K5L8J0WP5ET5,"March 10, 2020",schultz,Verified Purchase,5,C3224dw,N/A,0,0,No,It prints,https://www.amazon.com/gp/customer-reviews/R1K5L8J0WP5ET5?ie=UTF8&ASIN=B07T6PGM4J,,Seems to be working as advertised
R2JVYG5FC41HPF,"March 9, 2020",pandafam,Verified Purchase,1,C3224dw,N/A,1,0,No,NOPE! STILL ON THE HUNT...,https://www.amazon.com/gp/customer-reviews/R2JVYG5FC41HPF?ie=UTF8&ASIN=B07T6PGM4J,,"UPDATE 3.21.20I went to print on the printer for the second time since printing after set up the first day I opened this printer. I saw the same problem as I did with my previous printer. The print quality is splotchy and blurry. Part of the page didn't even print. I tried darkening the toner in the settings - same issue, no difference. I tried doing a test print - even the test print was splotchy and not clear but the very last page said no issues with cartridge. Amazon customer service said try replacing the toner (which would have cost me HUNDREDS of dollars) which was ridiculous. I am still on the hunt for just a decent printer...I am starting to question if there are any good printers out there any more.I tried another brand before this and was an awful experience printing and trying to return it. I researched and decided to go with this laser printer, and at this price point, I am shocked that the print is THIS clean and sharp. The printer is a bit heavy (~30 lbs?) and large. The set up is pretty easy - I did NOT set up through the app, I did it directly on the printer and got a bit frustrated trying to scroll type my way through my wifi password one letter at a time, but was ready to go immediately after I connected. Then I added the printer on the computer and was printing within a minute. I have also added the app on my phone but have yet to try and print off the app.The only thing I am a bit disappointed by is the darkening of colors when I print in color. Beige turns into a greenish brown, the light pink turns into a muted, darker pink. I will be mindful when printing my own creations to pick lighter colors, but am a bit puzzled by this. Not enough to send back because the printer is so quick and sharp, but a bit annoyed my colors on the screen won't come out on the page exactly. I hope this review helps someone."
R8FYQ609BWVY6,"March 6, 2020",Avoid,Verified Purchase,1,C3224dw,N/A,0,1,No,Avoid,https://www.amazon.com/gp/customer-reviews/R8FYQ609BWVY6?ie=UTF8&ASIN=B07T6PGM4J,,Terrible terrible quality. Worst than my bubble jet printer.
R1V04ABSSB750R,"March 5, 2020",Topcop,Verified Purchase,1,C3224dw,N/A,1,0,No,Don’t Buy - WIFI Doesn’t Connect - Be ware!!,https://www.amazon.com/gp/customer-reviews/R1V04ABSSB750R?ie=UTF8&ASIN=B07T6PGM4J,,DO NOT buy this printer! I spent 2 1/2 hours attempting to get it to connect wirelessly. It would work intermittently but would not stay connected and I have outstanding WiFi speed & connection strength.I tried to call customer service and waited 1 hour on hold.If you are an IT guy you MIGHT be able to get this to work but for the average Joe - forget it!
