id,date,username,badge,stars,model,variation,upvotes,comments,replied,title,url,reply,body
R2HAJS2HEJAAJ4,"April 24, 2020",Amazon Customer,Verified Purchase,5,C3224dw,N/A,0,0,No,Great printer.  Easy to connect to WiFi network.,https://www.amazon.com/gp/customer-reviews/R2HAJS2HEJAAJ4?ie=UTF8&ASIN=B07T6PGM4J,,"I have to say that I've had a lot of printers in my life, but this one seems to be the easiest I've had to get connected to WiFi. And I can print from my iPhone! Any computer just connects and prints, without even any setup on the devices/laptops. Impressive. Perfect size - not too big. All the features. Good price. No complaints."
R6E11ZPS7PDD2,"April 24, 2020",I bought this,Verified Purchase,5,C3224dw,N/A,0,0,No,I'm glad I bought this before the seller jacked up the prices,https://www.amazon.com/gp/customer-reviews/R6E11ZPS7PDD2?ie=UTF8&ASIN=B07T6PGM4J,,"I bought this at a much lower price before the epidemic started. It's a good printer, easy to setup and I can print from multiple devices in my house.My Main issue is how the seller has Jacked up the prices to almost twice the amount suddenly after the epidemic started."
R96DKOBZB1QOA,"April 24, 2020",Anthony Gambino,Verified Purchase,5,C3224dw,N/A,0,0,No,Nice printer,https://www.amazon.com/gp/customer-reviews/R96DKOBZB1QOA?ie=UTF8&ASIN=B07T6PGM4J,,Very easy to set up. It’s a bit slow to print but it seams nice and eventually works.
R312W6349D4H2X,"April 18, 2020",Danila,Verified Purchase,1,C3224dw,N/A,0,0,No,No,https://www.amazon.com/gp/customer-reviews/R312W6349D4H2X?ie=UTF8&ASIN=B07T6PGM4J,,"when I needed to buy a toner I found that there is no genuine toner, that is, it is a disposable product, for the cost of toner it is feasible to buy a new printer that accepts genuine toners"
R1H9XVGAWC6CWF,"April 18, 2020",Robin Nicole,Verified Purchase,1,C3224dw,N/A,0,0,No,"Expensive toner, prints when it wants, not worth the money!",https://www.amazon.com/gp/customer-reviews/R1H9XVGAWC6CWF?ie=UTF8&ASIN=B07T6PGM4J,,"This printer was great in the beginning. Then the minute I needed toner, errors began. With everything! I spent over $300 on four toner cartridges directly from Lexmark’s recycle program: where you use it once and send it back. That was the cheapest I could find for legit toner. That was more than the printer cost in the beginning! Then the errors began. Toner not recognized. Fisher needed attention. Toner waste bottle needed changing although it’s supposed to hold way more than what it’s has in it. One minute it prints. One minute it doesn’t. Since getting it to work with the LEXMARK toner, occasionally it looks faded, with brand new toner! I’ve had other brands of laser printers before and they worked so much better and toner didn’t cost as much as a car payment. When this ones fully dead, I will NEVER buy another Lexmark product again!"
R1IC0UEXTMZ8V3,"April 17, 2020",Derek Davis,Verified Purchase,1,C3224dw,N/A,0,0,No,Stopped working and zero help from the manufacturer,https://www.amazon.com/gp/customer-reviews/R1IC0UEXTMZ8V3?ie=UTF8&ASIN=B07T6PGM4J,,"We ordered this for a customer, and it stopped working within 6 months (closer to 4 months, actually) ... we have contacted the manufacturer directly and ZERO help."
R1SWL6XZQ4JW7L,"April 13, 2020",Chad Guynn,Verified Purchase,5,C3224dw,N/A,1,0,No,Great little printer for the money,https://www.amazon.com/gp/customer-reviews/R1SWL6XZQ4JW7L?ie=UTF8&ASIN=B07T6PGM4J,,"After reading some of the reviews I was very wary about buying this printer. I needed a color laser and I spent around $400 dollars on my last color laser and it only lasted two years. At around $141 plus tax, I went ahead and took a shot on this printer. So far I have been very pleased. It prints photos as well as my old expensive printer and the text looks very nice. I guess i will see later how long the toner lasts. But at this price point, the print seems well worth it!"
R14YDU1EKR9CA5,"April 12, 2020",momma1,Unverified,1,C3224dw,N/A,0,0,No,Warning! Replacement toner cartridges are insanely expensive!,https://www.amazon.com/gp/customer-reviews/R14YDU1EKR9CA5?ie=UTF8&ASIN=B07T6PGM4J,,"I ALMOST made the mistake of buying this, but luckily I searched for the replacement cartridges and discovered they are $335 for the 4 cartridges! That is a TOTALLY INSANE price, this very day on Amazon you can get a Canon Color Image CLASS LBP622Cdw (Wireless, Mobile Ready, Duplex Laser Printer, Compact Size) for $206, and a full set of High Yield replacement toner cartridges with and extra HY black is &79.99!And I have searched hi and lo here at Amazon, and have not found a generic or aftermarket for this lexmark printer!I'm ordering the Canon!"
R252Z76NKT3GMV,"April 12, 2020",shelly,Verified Purchase,5,C3224dw,N/A,0,0,No,Awesome printer,https://www.amazon.com/gp/customer-reviews/R252Z76NKT3GMV?ie=UTF8&ASIN=B07T6PGM4J,,Easy to set up. Prints really nice. I love being able to print from my cell phone. I definitely recommend this home printer.
R2PA0X0228479,"April 9, 2020",maders,Verified Purchase,1,C3224dw,N/A,0,0,No,Don't buy,https://www.amazon.com/gp/customer-reviews/R2PA0X0228479?ie=UTF8&ASIN=B07T6PGM4J,,"It will not sync with my phone or computer. Therefore, I cannot print. I called to get tech help and he could not even help. Stayed on phone way too long and still didn't work. Don't buy this."
R2QBGWKREWG4CD,"April 22, 2020",Tyler,Verified Purchase,5,C3326dw,N/A,0,0,No,Looking for a small color laser printer look here C3326dw,https://www.amazon.com/gp/customer-reviews/R2QBGWKREWG4CD?ie=UTF8&ASIN=B07T3H979V,,"I need a small printer for the space I was installing it. Finding a color laser printer only is not as easy as you would think. Easy set up comes with Lan, Wifi, USB hook up. Very nice to hook up via lan yet still be able to print from wireless device such as phone. Print quality is probably better than the 4 starts I gave but I have not really tried."
RAR1ATI5PNALG,"April 20, 2020",CaroleZoom,Unverified,3,C3326dw,N/A,0,0,No,Not recommended,https://www.amazon.com/gp/customer-reviews/RAR1ATI5PNALG?ie=UTF8&ASIN=B07T3H979V,,"This printer did not function sufficiently well to be worth the money and has been returned. It was extremely difficult to set up, the controls are not intuitive, there aren't many ways to adjust printer quality and paper thicker than typing paper jams continually. The print quality is very high but I would not recommend this printer."
R1RMCLLF5SNMNE,"April 1, 2020",Pepper Verde,Verified Purchase,1,C3326dw,N/A,0,1,Yes,Disappointed,https://www.amazon.com/gp/customer-reviews/R1RMCLLF5SNMNE?ie=UTF8&ASIN=B07T3H979V,"Thank you for your feedback! Lexmark has rigorous quality control procedures and every device is tested before shipping; however, once it leaves our hands, things can happen that are outside our control and that is unfortunate. We are sorry to hear you had issues out of the box, but are glad you were able to get a replacement printer.",Very disappointed in this printer after reading the reviews. Set up the printer and wouldn’t print because of an error. Called Lexmark customer service and was told I was going to have to send it back. Replacement printer From Lexmark is supposed to arrive in 4-5 days. Do t expect to have a brand new printer not work!
R2O8X35XHSOT92,"March 27, 2020",William F. Stasior,Verified Purchase,1,C3326dw,N/A,1,1,No,Printer broke after a short period of light use.  Support hasn't been helpful.,https://www.amazon.com/gp/customer-reviews/R2O8X35XHSOT92?ie=UTF8&ASIN=B07T3H979V,,"This seemed like a pretty good printer. It was fast and reliable and while it was very loud when printing, it was silent at all other times. After 5 months of light usage it started printing repeated fat lines of black, magenta, blue, and yellow on every page. It looks more like printing than toner smearing. I tried to contact customer support but there are a lot of roadblocks to getting to an actual person and I don't have time to step through all the hoops so I'm writing it off and buying another brand."
RI2GVEY8CPMXP,"March 27, 2020",Josh,Verified Purchase,5,C3326dw,N/A,1,0,No,Just WOW!!! I love it!,https://www.amazon.com/gp/customer-reviews/RI2GVEY8CPMXP?ie=UTF8&ASIN=B07T3H979V,,"Stop wasting your time with inkjet printers, laser is the way to go!So far I am loving this printer. Setup was a breeze and I was printing in about 5 mins."
R1FZROXOFH46HK,"February 12, 2020",Pen Name,Verified Purchase,5,C3326dw,N/A,0,0,No,Great item,https://www.amazon.com/gp/customer-reviews/R1FZROXOFH46HK?ie=UTF8&ASIN=B07T3H979V,,"Great item, duplex works great and color quality is great"
R1Q7BO5SP9FHK8,"February 1, 2020",Brad Cosner,Verified Purchase,5,C3326dw,N/A,0,0,No,Good quality,https://www.amazon.com/gp/customer-reviews/R1Q7BO5SP9FHK8?ie=UTF8&ASIN=B07T3H979V,,Got this for Christmas and I love it. Have to be careful using other papers though. I've gotten two paper jams already.
R2ABEEGKUTWBQ3,"February 1, 2020",Kindle Customer,Verified Purchase,5,C3326dw,N/A,1,1,Yes,Great Compact Color Printer,https://www.amazon.com/gp/customer-reviews/R2ABEEGKUTWBQ3?ie=UTF8&ASIN=B07T3H979V,We are so happy to hear you are having a good experience using your C3326. Our team works very hard to deliver products that our customers value and we thank you for taking the time to let us know!,"I purchased the Lexmark color laser printer for my classroom. The compact shape and size of the printer is perfect for small spaces. It yields double-sided, crisp, color documents rapidly with no paper jams."
R33H6LH1WPTH38,"January 29, 2020",sri,Verified Purchase,5,C3326dw,N/A,0,0,No,Great value printer,https://www.amazon.com/gp/customer-reviews/R33H6LH1WPTH38?ie=UTF8&ASIN=B07T3H979V,,"Great printer, a bit noisy, but gets the job done quickly"
R2FECNVJWLDZ8N,"January 22, 2020",Kindle Customer,Verified Purchase,2,C3326dw,N/A,1,1,No,Disappointing,https://www.amazon.com/gp/customer-reviews/R2FECNVJWLDZ8N?ie=UTF8&ASIN=B07T3H979V,,It does not print pictures well
RNK3QQW4ZU726,"April 24, 2020",Sarah,Verified Purchase,4,MC3224adwe,N/A,0,0,No,Quality Office style printer for your home And budget,https://www.amazon.com/gp/customer-reviews/RNK3QQW4ZU726?ie=UTF8&ASIN=B07T4LGDGQ,,Printing and scanning is very simple once connected to computer. I have an older but updated iMac and for some reason I can’t print or scan through WiFi. The printer connects to the WiFi and even shows up on the computer but the computer is unable to add the printer. This made the set up very frustrating and time extensive. If the printer is connected to the computer with the USB there are no issues. This is the way I left it. It was also a bit of a confusing set up to connect to the google cloud print but it works now. Scan and print have good quality. The document feeder is a very helpful addition. I love that the printer can print on two sides. I have had this printer for over a week and have used it daily and for many different things during our remote learning and quarantine.
R1KEFN47LMPR3P,"April 23, 2020",Allen lin,Verified Purchase,1,MC3224adwe,N/A,0,0,No,"Generally speaking, the main reason is that the A door reminder is not closed.  Already closed",https://www.amazon.com/gp/customer-reviews/R1KEFN47LMPR3P?ie=UTF8&ASIN=B07T4LGDGQ,,This kind of printer is very bad. The screen came down after being transported. The operation was carried out according to the instructions. The A door was always displayed after being turned on. It was still the same after repeated inspections. It is still dangerous during the epidemic and I do n’t want to go out and return it. I don't know how to deal with it.
