id,date,username,stars,model,purchaseType,title,body,url,upvotes,comments,LXKresponded,reply
R2HAJS2HEJAAJ4,"April 24, 2020",Amazon Customer,5,C3224dw,Verified Purchase,Great printer.  Easy to connect to WiFi network.,"I have to say that I've had a lot of printers in my life, but this one seems to be the easiest I've had to get connected to WiFi. And I can print from my iPhone! Any computer just connects and prints, without even any setup on the devices/laptops. Impressive. Perfect size - not too big. All the features. Good price. No complaints.",https://www.amazon.com/gp/customer-reviews/R2HAJS2HEJAAJ4?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R6E11ZPS7PDD2,"April 24, 2020",I bought this,5,C3224dw,Verified Purchase,I'm glad I bought this before the seller jacked up the prices,"I bought this at a much lower price before the epidemic started. It's a good printer, easy to setup and I can print from multiple devices in my house.My Main issue is how the seller has Jacked up the prices to almost twice the amount suddenly after the epidemic started.",https://www.amazon.com/gp/customer-reviews/R6E11ZPS7PDD2?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R96DKOBZB1QOA,"April 24, 2020",Anthony Gambino,5,C3224dw,Verified Purchase,Nice printer,Very easy to set up. It’s a bit slow to print but it seams nice and eventually works.,https://www.amazon.com/gp/customer-reviews/R96DKOBZB1QOA?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R312W6349D4H2X,"April 18, 2020",Danila,1,C3224dw,Verified Purchase,No,"when I needed to buy a toner I found that there is no genuine toner, that is, it is a disposable product, for the cost of toner it is feasible to buy a new printer that accepts genuine toners",https://www.amazon.com/gp/customer-reviews/R312W6349D4H2X?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R1H9XVGAWC6CWF,"April 18, 2020",Robin Nicole,1,C3224dw,Verified Purchase,"Expensive toner, prints when it wants, not worth the money!","This printer was great in the beginning. Then the minute I needed toner, errors began. With everything! I spent over $300 on four toner cartridges directly from Lexmark’s recycle program: where you use it once and send it back. That was the cheapest I could find for legit toner. That was more than the printer cost in the beginning! Then the errors began. Toner not recognized. Fisher needed attention. Toner waste bottle needed changing although it’s supposed to hold way more than what it’s has in it. One minute it prints. One minute it doesn’t. Since getting it to work with the LEXMARK toner, occasionally it looks faded, with brand new toner! I’ve had other brands of laser printers before and they worked so much better and toner didn’t cost as much as a car payment. When this ones fully dead, I will NEVER buy another Lexmark product again!",https://www.amazon.com/gp/customer-reviews/R1H9XVGAWC6CWF?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R1IC0UEXTMZ8V3,"April 17, 2020",Derek Davis,1,C3224dw,Verified Purchase,Stopped working and zero help from the manufacturer,"We ordered this for a customer, and it stopped working within 6 months (closer to 4 months, actually) ... we have contacted the manufacturer directly and ZERO help.",https://www.amazon.com/gp/customer-reviews/R1IC0UEXTMZ8V3?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R1SWL6XZQ4JW7L,"April 13, 2020",Chad Guynn,5,C3224dw,Verified Purchase,Great little printer for the money,"After reading some of the reviews I was very wary about buying this printer. I needed a color laser and I spent around $400 dollars on my last color laser and it only lasted two years. At around $141 plus tax, I went ahead and took a shot on this printer. So far I have been very pleased. It prints photos as well as my old expensive printer and the text looks very nice. I guess i will see later how long the toner lasts. But at this price point, the print seems well worth it!",https://www.amazon.com/gp/customer-reviews/R1SWL6XZQ4JW7L?ie=UTF8&ASIN=B07T6PGM4J,1,0,No,
R14YDU1EKR9CA5,"April 12, 2020",momma1,1,C3224dw,Unverified,Warning! Replacement toner cartridges are insanely expensive!,"I ALMOST made the mistake of buying this, but luckily I searched for the replacement cartridges and discovered they are $335 for the 4 cartridges! That is a TOTALLY INSANE price, this very day on Amazon you can get a Canon Color Image CLASS LBP622Cdw (Wireless, Mobile Ready, Duplex Laser Printer, Compact Size) for $206, and a full set of High Yield replacement toner cartridges with and extra HY black is &79.99!And I have searched hi and lo here at Amazon, and have not found a generic or aftermarket for this lexmark printer!I'm ordering the Canon!",https://www.amazon.com/gp/customer-reviews/R14YDU1EKR9CA5?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R252Z76NKT3GMV,"April 12, 2020",shelly,5,C3224dw,Verified Purchase,Awesome printer,Easy to set up. Prints really nice. I love being able to print from my cell phone. I definitely recommend this home printer.,https://www.amazon.com/gp/customer-reviews/R252Z76NKT3GMV?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R2PA0X0228479,"April 9, 2020",maders,1,C3224dw,Verified Purchase,Don't buy,"It will not sync with my phone or computer. Therefore, I cannot print. I called to get tech help and he could not even help. Stayed on phone way too long and still didn't work. Don't buy this.",https://www.amazon.com/gp/customer-reviews/R2PA0X0228479?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R2QBGWKREWG4CD,"April 22, 2020",Tyler,5,C3326dw,Verified Purchase,Looking for a small color laser printer look here C3326dw,"I need a small printer for the space I was installing it. Finding a color laser printer only is not as easy as you would think. Easy set up comes with Lan, Wifi, USB hook up. Very nice to hook up via lan yet still be able to print from wireless device such as phone. Print quality is probably better than the 4 starts I gave but I have not really tried.",https://www.amazon.com/gp/customer-reviews/R2QBGWKREWG4CD?ie=UTF8&ASIN=B07T3H979V,0,0,No,
RAR1ATI5PNALG,"April 20, 2020",CaroleZoom,3,C3326dw,Unverified,Not recommended,"This printer did not function sufficiently well to be worth the money and has been returned. It was extremely difficult to set up, the controls are not intuitive, there aren't many ways to adjust printer quality and paper thicker than typing paper jams continually. The print quality is very high but I would not recommend this printer.",https://www.amazon.com/gp/customer-reviews/RAR1ATI5PNALG?ie=UTF8&ASIN=B07T3H979V,0,0,No,
R1RMCLLF5SNMNE,"April 1, 2020",Pepper Verde,1,C3326dw,Verified Purchase,Disappointed,Very disappointed in this printer after reading the reviews. Set up the printer and wouldn’t print because of an error. Called Lexmark customer service and was told I was going to have to send it back. Replacement printer From Lexmark is supposed to arrive in 4-5 days. Do t expect to have a brand new printer not work!,https://www.amazon.com/gp/customer-reviews/R1RMCLLF5SNMNE?ie=UTF8&ASIN=B07T3H979V,0,1,No,
R2O8X35XHSOT92,"March 27, 2020",William F. Stasior,1,C3326dw,Verified Purchase,Printer broke after a short period of light use.  Support hasn't been helpful.,"This seemed like a pretty good printer. It was fast and reliable and while it was very loud when printing, it was silent at all other times. After 5 months of light usage it started printing repeated fat lines of black, magenta, blue, and yellow on every page. It looks more like printing than toner smearing. I tried to contact customer support but there are a lot of roadblocks to getting to an actual person and I don't have time to step through all the hoops so I'm writing it off and buying another brand.",https://www.amazon.com/gp/customer-reviews/R2O8X35XHSOT92?ie=UTF8&ASIN=B07T3H979V,1,1,Yes,"Hi William, Thank you for this review. We strive to deliver high quality and reliable products and hate to hear about the problems you experienced with your C3224 printer.  We're also disappointed that your experience with our help desk wasn't acceptable.  Lexmark tracks the performance of our help desk and maintains a high level of responsiveness.  However, in this instance, we failed and will look into it. We would appreciate a second chance to solve your print quality issue.  If you could, please call 1-800-LEXMARK (1-800-539-6275) Monday through Friday, 8:00am to 9:00pm EST, and select the option for technical support so we can help to get you going again.  Alternatively, we also offer a selection of relevant help videos and documents online.   You can find information on your model if you go to support.lexmark.com and enter your model number ""C3326""."
RI2GVEY8CPMXP,"March 27, 2020",Josh,5,C3326dw,Verified Purchase,Just WOW!!! I love it!,"Stop wasting your time with inkjet printers, laser is the way to go!So far I am loving this printer. Setup was a breeze and I was printing in about 5 mins.",https://www.amazon.com/gp/customer-reviews/RI2GVEY8CPMXP?ie=UTF8&ASIN=B07T3H979V,1,0,No,
R1FZROXOFH46HK,"February 12, 2020",Pen Name,5,C3326dw,Verified Purchase,Great item,"Great item, duplex works great and color quality is great",https://www.amazon.com/gp/customer-reviews/R1FZROXOFH46HK?ie=UTF8&ASIN=B07T3H979V,0,0,No,
R1Q7BO5SP9FHK8,"February 1, 2020",Brad Cosner,5,C3326dw,Verified Purchase,Good quality,Got this for Christmas and I love it. Have to be careful using other papers though. I've gotten two paper jams already.,https://www.amazon.com/gp/customer-reviews/R1Q7BO5SP9FHK8?ie=UTF8&ASIN=B07T3H979V,0,0,No,
R2ABEEGKUTWBQ3,"February 1, 2020",Kindle Customer,5,C3326dw,Verified Purchase,Great Compact Color Printer,"I purchased the Lexmark color laser printer for my classroom. The compact shape and size of the printer is perfect for small spaces. It yields double-sided, crisp, color documents rapidly with no paper jams.",https://www.amazon.com/gp/customer-reviews/R2ABEEGKUTWBQ3?ie=UTF8&ASIN=B07T3H979V,1,1,Yes,We are so happy to hear you are having a good experience using your C3326. Our team works very hard to deliver products that our customers value and we thank you for taking the time to let us know!
R33H6LH1WPTH38,"January 29, 2020",sri,5,C3326dw,Verified Purchase,Great value printer,"Great printer, a bit noisy, but gets the job done quickly",https://www.amazon.com/gp/customer-reviews/R33H6LH1WPTH38?ie=UTF8&ASIN=B07T3H979V,0,0,No,
R2FECNVJWLDZ8N,"January 22, 2020",Kindle Customer,2,C3326dw,Verified Purchase,Disappointing,It does not print pictures well,https://www.amazon.com/gp/customer-reviews/R2FECNVJWLDZ8N?ie=UTF8&ASIN=B07T3H979V,1,1,Yes,"Thank you for your recent purchase of the Lexmark C3326. We are sorry to hear the printer is not performing as you expect when you print pictures. There are many variables that can affect print quality so we may be to able to resolve this issue. If you reach out to Lexmark support at 1-800-Lexmark (1-800-539-6275), you can reference ticket 1-3295 1567 1001 to expedite this investigation. Thank you for being a Lexmark customer and we look forward to working with you to resolve this issue."
RNK3QQW4ZU726,"April 24, 2020",Sarah,4,MC3224adwe,Verified Purchase,Quality Office style printer for your home And budget,Printing and scanning is very simple once connected to computer. I have an older but updated iMac and for some reason I can’t print or scan through WiFi. The printer connects to the WiFi and even shows up on the computer but the computer is unable to add the printer. This made the set up very frustrating and time extensive. If the printer is connected to the computer with the USB there are no issues. This is the way I left it. It was also a bit of a confusing set up to connect to the google cloud print but it works now. Scan and print have good quality. The document feeder is a very helpful addition. I love that the printer can print on two sides. I have had this printer for over a week and have used it daily and for many different things during our remote learning and quarantine.,https://www.amazon.com/gp/customer-reviews/RNK3QQW4ZU726?ie=UTF8&ASIN=B07T4LGDGQ,0,0,No,
R1KEFN47LMPR3P,"April 23, 2020",Allen lin,1,MC3224adwe,Verified Purchase,"Generally speaking, the main reason is that the A door reminder is not closed.  Already closed",This kind of printer is very bad. The screen came down after being transported. The operation was carried out according to the instructions. The A door was always displayed after being turned on. It was still the same after repeated inspections. It is still dangerous during the epidemic and I do n’t want to go out and return it. I don't know how to deal with it.,https://www.amazon.com/gp/customer-reviews/R1KEFN47LMPR3P?ie=UTF8&ASIN=B07T4LGDGQ,0,0,No,
R1G9V07SLWJZ7M,"April 20, 2020",Amazon Customer,4,MC3224adwe,Verified Purchase,Not completely wireless...needs network cable,I wouldn't recommend only because I had to buy a network cable. The wireless part doesn't have enough connection to connect with my mobile or laptop. Having the network connected to the modem gave me that connection needed to be able to print. Everything else works fine.,https://www.amazon.com/gp/customer-reviews/R1G9V07SLWJZ7M?ie=UTF8&ASIN=B07T4LGDGQ,0,0,No,
R1OPSTMDFTAHVR,"April 16, 2020",Janet King,1,MC3224adwe,Verified Purchase,Difficult to set up.,"I was going to use the printer, email and fax. Unable to do that. I brought a tech guy in to help, did not work. Sometimes the printer worked mostly it twisted the paper while printing.",https://www.amazon.com/gp/customer-reviews/R1OPSTMDFTAHVR?ie=UTF8&ASIN=B07T4LGDGQ,0,0,No,
R19XKCNEZIH3Z3,"April 15, 2020",Amazon Customer,5,MC3224adwe,Verified Purchase,Great Multi Function Colorlaser printer with duplex printing!,Great purchase could not be happier.,https://www.amazon.com/gp/customer-reviews/R19XKCNEZIH3Z3?ie=UTF8&ASIN=B07T4LGDGQ,0,0,No,
R2YWW4RR1DP4MB,"April 13, 2020",D Ward,1,MC3224adwe,Unverified,This thing is poor.,"The scanner will not connect. I have to unplug it and reboot every morning just to get it to print. The black ink will not print even a full ream of paper before it runs out. If I didn't need it so badly to work from home during the Covid-19 situation, I'd send it back.",https://www.amazon.com/gp/customer-reviews/R2YWW4RR1DP4MB?ie=UTF8&ASIN=B07T4LGDGQ,0,0,No,
R2V1SPJX4I4PWG,"April 2, 2020",elisa,2,MC3224adwe,Unverified,Set of new toner costs as much as the printer,"The printer works fine, but the toner cartridges cost a minimum of $65 each, even if you try to buy them from non-Lexmark sources. This is because Lexmark is back to its old business model of selling cheap printers and making a killing on the consumables. I'd avoid this and buy the https://www.amazon.com/Xerox-WorkCentre-6515-DN-Multifunction/dp/B01M6DJQEQ - it costs $50 more but toner is only $20 (less than a third of the price).",https://www.amazon.com/gp/customer-reviews/R2V1SPJX4I4PWG?ie=UTF8&ASIN=B07T4LGDGQ,0,0,No,
RXWDI2NER0T43,"March 31, 2020",B. Shah,1,MC3224adwe,Verified Purchase,Printer is Useless,"We purchased this product thinking it was a good brand, well recognized. The printer has connection issues, does not recognize wireless router, even hard wire connection does not work. The printer always shows offline, even when plugged in. This is printer is not worth even ten dollars! Most useless printer I have ever owned. I will go back to Brother, they are more reliable and always work!",https://www.amazon.com/gp/customer-reviews/RXWDI2NER0T43?ie=UTF8&ASIN=B07T4LGDGQ,0,1,No,
RCZQ7BFHLX5FJ,"March 22, 2020",Jose Manuel Jaquez,4,MC3224adwe,Verified Purchase,Physical design is perfectly built. Software issues.,"I am a technician, And I have bough two of this printer. So far what I had found it looks like there is some conflict with the firmware in this printer (drivers issues).But it will work as the manufacturer expected when they fix a posible bug in the software part.",https://www.amazon.com/gp/customer-reviews/RCZQ7BFHLX5FJ?ie=UTF8&ASIN=B07T4LGDGQ,0,0,No,
R1CH777KCGNE16,"March 19, 2020",Junior E.,5,MC3224adwe,Verified Purchase,Good,Ok,https://www.amazon.com/gp/customer-reviews/R1CH777KCGNE16?ie=UTF8&ASIN=B07T4LGDGQ,0,0,No,
R2ZEIRAIS719HW,"April 12, 2020",Jam,5,MC3326adwe,Vine Customer,Fantastic laser printer!,I work from home and wanted a more professional printer. This one is fantastic! We just plugged it in and hooked it up to the WiFi and go! I can print from my laptop easily or from my iPhone! It’s never jammed or had an issue.,https://www.amazon.com/gp/customer-reviews/R2ZEIRAIS719HW?ie=UTF8&ASIN=B07T5PRRXD,0,0,No,
R1YARC8VJQ6K6I,"February 27, 2020",Margo😇,5,MC3326adwe,Verified Purchase,Great LASER PRINTER! 😃,Love it! 😃Home office & personal use.,https://www.amazon.com/gp/customer-reviews/R1YARC8VJQ6K6I?ie=UTF8&ASIN=B07T5PRRXD,0,0,No,
R1TIU7XDSNYSCQ,"February 4, 2020",Charles Harrison,5,MC3326adwe,Verified Purchase,Works great,"I really like this printer. I liked my last Lexmark, but my wife wanted color, so I bought this one. Works great with good quality print and duplexing.",https://www.amazon.com/gp/customer-reviews/R1TIU7XDSNYSCQ?ie=UTF8&ASIN=B07T5PRRXD,0,0,No,
R1ZJ5A8AGR4EJF,"January 29, 2020",Teresa (ohio),1,MC3326adwe,Unverified,Run!,"This printer is nothing but trouble. It is not user friendly. Our tech provider, along with certified Lexmark techs and I have spent countless man hours trying to get this printer to work correctly and have gotten nowhere. The airprint still doesn't work...at all...and the scanning feature is not working either. I would advise anyone considering purchasing this Lexmark to save your money and look elsewhere. I am so disappointed. Beyond that, I would also add that after yet another 2 hour telephone call to Lexmark yesterday, I have yet to receive the promised return communication from a more advanced tech. Lexmark? Really? You can do better. If there were lemon laws for printers, this one would definitely qualify as a lemon.",https://www.amazon.com/gp/customer-reviews/R1ZJ5A8AGR4EJF?ie=UTF8&ASIN=B07T5PRRXD,0,0,No,
