id,date,username,stars,model,purchaseType,title,body,url,upvotes,comments,LXKresponded,reply
RO19B9Y4787WT,"June 20, 2020",Robert Byrnes,1,C3224dw,Verified Purchase,Horrible Experience,"First when it was working it printed a white line down the center of the color pages. I wanted to return it, but the hassle to find a box, and get it to the UPS store I missed the deadline. NOW it won't work at all. Spend a few more dollars and go HP or Samsung.",https://www.amazon.com/gp/customer-reviews/RO19B9Y4787WT?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R3R4HQPVRMYJ50,"June 17, 2020",Jeff boyd,5,C3224dw,Verified Purchase,Easy set up,Easy to set up: Prints so fast. Live it,https://www.amazon.com/gp/customer-reviews/R3R4HQPVRMYJ50?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R1KIOEHGQJFSU1,"June 16, 2020",Frustrated Customer,1,C3224dw,Verified Purchase,Horrible Network Connectivity Issues - Returning!,"Since I have had this printer, less than a month, I have spent no less than 10 hours on the phone with tech support trying to get this thing to connect to the wifi network. Tech support has been mediocre too. The first tech support person said he would call back when he couldn't figure it out, and never did. The next day, I went through all the steps again for more than an hour, requiring a call back again. As I was packing up the printer to return he called back so I took it back out and he was able to troubleshoot it. Then I decided to give up renting a router and set up a purchased router and modem. So here we go again. After several hours and another call back, the tech person was talking to another tech person. Just as the additional tech person was getting remote access to my laptop, he decided to take a 10 minute break! This was my breaking point. I STILL continued to work with them, and you know what? Its STILL NOT WORKING! I am returning and DO NOT RECOMMEND to anyone unless you have nothing but time and patience.",https://www.amazon.com/gp/customer-reviews/R1KIOEHGQJFSU1?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R3V4EDQCFZSEQT,"June 16, 2020",Mindi Cantelo,3,C3224dw,Verified Purchase,Ink,Not happy that I hardly used it and telling me know low and it's $75 for ink omg,https://www.amazon.com/gp/customer-reviews/R3V4EDQCFZSEQT?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R144CVBSMDJQDE,"June 12, 2020",Kris Mazy,2,C3224dw,Verified Purchase,Great printer. Toner cost over 2 times the cost of the printer,"Great printer, connected to the network but took my husband(tech director) to get it hooked up. Great start-up price (purchased for $120) - HOWEVER: We purchased only 7 weeks ago and already got a warning on the cyan color that it was low. (Cyan=low, Magenta=29%, Yellow=27% and Black=42% - only printed 289 pages so far. :( )Homeschooling family - limited budget. Over $300 for refills on toner and no generic available anywhere online. I wish that I researched more before purchasing this printer.",https://www.amazon.com/gp/customer-reviews/R144CVBSMDJQDE?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R1WN18UO63FAGQ,"June 10, 2020",Gayle Huwe,4,C3224dw,Verified Purchase,Good printer,This printer has worked wonderfully. A lot of Lazar printers take a while to warm up just to print one copy. This one is actually pretty quick allowing me to use it for daily business tasks.,https://www.amazon.com/gp/customer-reviews/R1WN18UO63FAGQ?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R1UYSKGGA7WG6B,"June 9, 2020",Stephanie T.,5,C3224dw,Verified Purchase,AMAZING PRINTER!,"For this type of printer, the price is unbeatable! Laser printer that prints color and double sided! Plus with Bluetooth I can print straight from my phone. Any other printer like this will easily cost $250+",https://www.amazon.com/gp/customer-reviews/R1UYSKGGA7WG6B?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R2WYURN0EXUJET,"June 8, 2020",Jeff Juma,3,C3224dw,Verified Purchase,It Only prints. It's not a copier/ scanner,It only prints. Not a copier or scanner,https://www.amazon.com/gp/customer-reviews/R2WYURN0EXUJET?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R2KF2JGQCYP5DZ,"June 8, 2020",Nielo,4,C3224dw,Verified Purchase,It works,"The pro.I set the printer up connected directly to my computer via USB so I can't comment on other setups. The USB setup was simple, just install the CD and run it.The tiny screen on the printer is adequate for the job.The con.The print quality is a puzzle.I unboxed and removed all the shipping tape and printed a few pages. I was very disappointed and thought I'd have to send the printer back. The problem was the density of the print was very inconsistent with some very light places and some almost ok. It was late and I figured I'd try a few more pages the next day and see if there were some print quality adjustments I could make. I didn't get to the printer until late the next day and, without doing anything, printed a few pages, some just black text and some schematics that contained a few colors. Those prints were very good. So, the puzzle is what changed that allowed the printer to work properly?One other thing is the envelope printing is a little off, at least using Word (2016). When the envelope is printed part of the return address doesn't get printed because it's off the envelope. Moving the address about a half inch in the envelope set-up corrects the problem, but the correction doesn't persist so it needs to be set every time. There may be a more elegant fix, I have to play with it.My conclusion, now that the print quality has gotten better, is I'm pleased with the purchase.Update:When you print a document that is only black the print is lousy. If the page has any color on it the black print, and the color print, is very good.One more update then I'm done:I went to the printer settings and changed the quality/toner darkness from the default ""Use Printer Settings"" to ""Use Toner Darkness"" and printed a page. Actually, I printed 7 pages of all black text. The problem went away. Then, I switched back to the original ""Use Printer Settings"" and printed the same 7 pages again. The problem seems to have gone away with this setting too. My guess is the printer had to calibrate itself.Last but not least, there's a software update I may install. The version that came with the printer is pretty old.",https://www.amazon.com/gp/customer-reviews/R2KF2JGQCYP5DZ?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
RAIVGPYP66HQN,"June 7, 2020",Agrove14,5,C3224dw,Verified Purchase,Solid Printer,"After years of being frustrated with various different ink jet printers we decided to get a laser printer. We've had the Lexmark C3224dw for a couple of months now. The price was great, and the print quality is solid (see attached gift card I just printed out). I will say the setup was kind of a pain. But now that its setup, I've had zero issues printing wireless from any of my devices. I'd definitely recommend this one.",https://www.amazon.com/gp/customer-reviews/RAIVGPYP66HQN?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
