id,date,username,stars,model,purchaseType,title,body,url,upvotes,comments,LXKresponded,reply
R2HAJS2HEJAAJ4,"April 24, 2020",Amazon Customer,5,C3224dw,Verified Purchase,Great printer.  Easy to connect to WiFi network.,"I have to say that I've had a lot of printers in my life, but this one seems to be the easiest I've had to get connected to WiFi. And I can print from my iPhone! Any computer just connects and prints, without even any setup on the devices/laptops. Impressive. Perfect size - not too big. All the features. Good price. No complaints.",https://www.amazon.com/gp/customer-reviews/R2HAJS2HEJAAJ4?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R6E11ZPS7PDD2,"April 24, 2020",I bought this,5,C3224dw,Verified Purchase,I'm glad I bought this before the seller jacked up the prices,"I bought this at a much lower price before the epidemic started. It's a good printer, easy to setup and I can print from multiple devices in my house.My Main issue is how the seller has Jacked up the prices to almost twice the amount suddenly after the epidemic started.",https://www.amazon.com/gp/customer-reviews/R6E11ZPS7PDD2?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R96DKOBZB1QOA,"April 24, 2020",Anthony Gambino,5,C3224dw,Verified Purchase,Nice printer,Very easy to set up. It’s a bit slow to print but it seams nice and eventually works.,https://www.amazon.com/gp/customer-reviews/R96DKOBZB1QOA?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R312W6349D4H2X,"April 18, 2020",Danila,1,C3224dw,Verified Purchase,No,"when I needed to buy a toner I found that there is no genuine toner, that is, it is a disposable product, for the cost of toner it is feasible to buy a new printer that accepts genuine toners",https://www.amazon.com/gp/customer-reviews/R312W6349D4H2X?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R1H9XVGAWC6CWF,"April 18, 2020",Robin Nicole,1,C3224dw,Verified Purchase,"Expensive toner, prints when it wants, not worth the money!","This printer was great in the beginning. Then the minute I needed toner, errors began. With everything! I spent over $300 on four toner cartridges directly from Lexmark’s recycle program: where you use it once and send it back. That was the cheapest I could find for legit toner. That was more than the printer cost in the beginning! Then the errors began. Toner not recognized. Fisher needed attention. Toner waste bottle needed changing although it’s supposed to hold way more than what it’s has in it. One minute it prints. One minute it doesn’t. Since getting it to work with the LEXMARK toner, occasionally it looks faded, with brand new toner! I’ve had other brands of laser printers before and they worked so much better and toner didn’t cost as much as a car payment. When this ones fully dead, I will NEVER buy another Lexmark product again!",https://www.amazon.com/gp/customer-reviews/R1H9XVGAWC6CWF?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R1IC0UEXTMZ8V3,"April 17, 2020",Derek Davis,1,C3224dw,Verified Purchase,Stopped working and zero help from the manufacturer,"We ordered this for a customer, and it stopped working within 6 months (closer to 4 months, actually) ... we have contacted the manufacturer directly and ZERO help.",https://www.amazon.com/gp/customer-reviews/R1IC0UEXTMZ8V3?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R1SWL6XZQ4JW7L,"April 13, 2020",Chad Guynn,5,C3224dw,Verified Purchase,Great little printer for the money,"After reading some of the reviews I was very wary about buying this printer. I needed a color laser and I spent around $400 dollars on my last color laser and it only lasted two years. At around $141 plus tax, I went ahead and took a shot on this printer. So far I have been very pleased. It prints photos as well as my old expensive printer and the text looks very nice. I guess i will see later how long the toner lasts. But at this price point, the print seems well worth it!",https://www.amazon.com/gp/customer-reviews/R1SWL6XZQ4JW7L?ie=UTF8&ASIN=B07T6PGM4J,1,0,No,
R14YDU1EKR9CA5,"April 12, 2020",momma1,1,C3224dw,Unverified,Warning! Replacement toner cartridges are insanely expensive!,"I ALMOST made the mistake of buying this, but luckily I searched for the replacement cartridges and discovered they are $335 for the 4 cartridges! That is a TOTALLY INSANE price, this very day on Amazon you can get a Canon Color Image CLASS LBP622Cdw (Wireless, Mobile Ready, Duplex Laser Printer, Compact Size) for $206, and a full set of High Yield replacement toner cartridges with and extra HY black is &79.99!And I have searched hi and lo here at Amazon, and have not found a generic or aftermarket for this lexmark printer!I'm ordering the Canon!",https://www.amazon.com/gp/customer-reviews/R14YDU1EKR9CA5?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R252Z76NKT3GMV,"April 12, 2020",shelly,5,C3224dw,Verified Purchase,Awesome printer,Easy to set up. Prints really nice. I love being able to print from my cell phone. I definitely recommend this home printer.,https://www.amazon.com/gp/customer-reviews/R252Z76NKT3GMV?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R2PA0X0228479,"April 9, 2020",maders,1,C3224dw,Verified Purchase,Don't buy,"It will not sync with my phone or computer. Therefore, I cannot print. I called to get tech help and he could not even help. Stayed on phone way too long and still didn't work. Don't buy this.",https://www.amazon.com/gp/customer-reviews/R2PA0X0228479?ie=UTF8&ASIN=B07T6PGM4J,0,0,No,
R2HIYF66AQ9YY4,"November 5, 2019",Sheena Cousar,5,C3224dw,Verified Purchase,I can't believe this doesn't have all 5 stars!,"Just received this today, so it is possible over time I may change my mind, and if I do, I'll update this review. But it is awesome so far!I'm replacing a 20-year-old high-end Brother printer, so I'll compare it to that. The Brother cost $600 20 years ago, so I was not expecting much at all from a $117 printer.Most of the negative reviews mentioned trouble connecting via WiFi. My first thought was I didn't care about that. I've never had a WiFi printer in the past and didn't see any reason it would be necessary now. However, I have gotten married since 20 years ago and we have kids and more computers in the house, so I figured if it worked that would be great and if not, well, it was only $117 and we didn't have a networked printer in the past so it would be okay.Of course, once it arrived, connecting it to WiFi became my first obsession! I guess I just wanted to try it that cool new feature!I've never connected a printer to WiFi and wasn't sure how it worked. The printed materials that came with the printer were totally useless. It's all pictures, no words and nothing about connecting via Wifi. But, all the info you need, really, is on the printer screen. Even though it's tiny, I was able to get the information I needed from it to connect it up.Basically, I turned the printer on, read the directions as they scrolled across on the tiny screen and followed the directions. It mentioned a Lexmark printer app, which I downloaded. I was able to quickly and easily connect the app on my phone to the printer and from there it was a breeze. It went through the steps and I was able to print from my phone. Which again, was not something I had ever imagined doing, much less anything I needed or wanted to do. But it worked and that was cool!Then it was off to connect two computers to it. First I plugged it in by wire to my wife's computer - which I think might have been a mistake. But at the time I thought that's how you had to do it. For some reason I wasn't able to get it to connect via WiFi on her computer because while the computer ""saw"" the printer, it kept asking me for a WPS PIN which it said was either printed on the printer or was on the printed materials that came with the printer. It was on neither.I gave up on that and went to install it via WiFi only on my computer. Actually I didn't really have to do anything. I opened the Printer Settings on my computer and clicked Add Printer, then find WiFi connected printer and it was right there. So it was already broadcasting the signal to all devices in our house and all I had to do was click Connect - and it worked like a charm. The weird thing though is it didn't ask me for any WPS PIN for my computer. And I'm guessing that's because I never connected it via wire - so it didn't halfway install itself by wire only to get confused by WiFi? I don't know. But I did not ever attach it to my computer with a wire and the WiFi connected up absolutely flawlessly.Then I went back to my wife's computer and using the disk that came with the printer I installed the drivers from that. And once that was done, suddenly it worked fine as a WiFi printer. Although it shows up in Printer Settings as (copy1) of the first attempted installation by wire, which still works if it's plugged in with the wire.Then for the big test. I moved the printer to another room! Would we both be able to print on it from our respective offices? My wife's office is closest and mine is further away... about 50 feet away and several drywall walls. From my wife's office, everything went off without a hitch. From my office - same result. Print Perfect both times.My old $600 Brother printer did excellent color prints, and this one does as well - for 1/6th the price. I printed a few photos from the Lexmark, as a test, and was absolutely amazed at their quality. They're almost photo-printer quality. In fact, if I printed them on laser photo paper, I think they'd look good enough to frame and hang.The other nifty feature is the double-sided print feature. Maybe this is something that's been common among printers for the last few years, I'm not sure. But if you're not used to it, it's very cool. It will print on both sides of the paper - automatically. In other words, you don't have to print on one side and then stick the page in upside down and print the other side manually anymore. It will print the first side, then suck the page back into the printer and print the other side! It's really amazing to watch if you've never seen a printer do this before. And it's so fast.One other plus factor is that it's much smaller and lighter than our old printer. The old one, I literally can't lift by myself it's so darn heavy. Something around 100 pounds I think. But this one is much easier to lift, it's like a heavy suitcase. We also appreciate that it takes up much less space than the old behemoth did.One con so far... they include about 7 or 8 sheets of paper (printed on both sides - that's 16 pages of printing) with nothing other than safety warnings - in every imaginable language. The length of the English text wouldn't take up more than about 2 paragraphs, not even a full page. So it's a colossal waste of paper they include and completely unnecessary. Not to mention the hassle they cause all their customers with so much extra paper they have to throw out. BIG WASTE. I have to think that the United States is their largest market and as such might warrant it's own version of this in English and perhaps Spanish. But no... they literally had to print it in almost every major language on earth - and send it in every major language to every customer! Totally ridiculous, wasteful and annoying.The only instructions are what looks like a hand-drawn diagram with little arrows drawn here and there. Not a single word printed on these two pages - where words would be extremely helpful. Apparently the folks at Lexmark don't want to *offend* anyone by writing in the language/languages spoken in the United States only, so they opt not to print any words at all. As if instructions in English might offend people! Like the United States is such a small market it's not worth their time and effort to print in English and Spanish.Other than that big annoyance though, we're both very pleased with this purchase. I'm still amazed at all the complaints - and really surprised it has only a 3.7-star review score. That's way below where it should be in my humble opinion.I have seen some reviewers say it worked well at first but after a few weeks it went bad. So, if that happens here, I'll come back and definitely adjust my score accordingly, and revise my review to let you know.",https://www.amazon.com/gp/customer-reviews/R2HIYF66AQ9YY4?ie=UTF8&ASIN=B07T6PGM4J,136,2,No,
R33LQREBKHEA7E,"September 24, 2019",NaClH20,4,C3224dw,Verified Purchase,"Don't Let The Negative Reviews Stop You, A Decent, Low-Priced Laserjet","Almost didn't buy this based on all the 1-Star reviews, but realized they were mostly wireless connectivity issues. Having printers drop wireless connections is a Home WiFi given and is easily corrected by assigning an IP address to your printers. This is a bit of an advanced WiFi management issue, but the best thing you can ever do for printers, as well as any complex, LAN-connected items. It only takes a minute once you know how to do.Hooked it up to my WiFi, reserved and assigned the IP address that it took. Real nice that it's displayed on the screen, and off we went. Yeah, it's a little slow to first page print, but no rush.We're low volume users and I'm tired of inkjets' print heads gumming up. This should be the cure to that.",https://www.amazon.com/gp/customer-reviews/R33LQREBKHEA7E?ie=UTF8&ASIN=B07T6PGM4J,96,0,No,
R39U02I9NMEL2E,"August 12, 2019",Benjamin H. George,4,C3224dw,Verified Purchase,Doesn't have enough memory to print multi-page documents,"I took a chance and got this printer based on the positive Amazon Vine reviews. The set up was a breeze, even using just the control panel and not the app. However, I tried printing a 20-page PDF that has a file size of 5mb. The printer could not process the PDF and would only print a single page and give me an error saying that the memory is full. So then I tried to just print two pages from the PDF, and it can't even handle that. If it can't print a multi-page document it is pretty worthless. And there is no way you can print 24 pages a minute if you have to print them one page at a time. If you just want to print a single page all the time, than this printer would be great for you, and the print quality was good. But if you need to print a multi-page document... you'll want to look somewhere else. Needless to say, I will be returning this and buying another HP or Brother printer.Update #1 - I spent a whole day trying to get this printer to work. I reinstalled it multiple times, restored factory settings, reset it up, updated the printer firmware, updated my operating system, and then finally figured out that if I installed it using generic post script printing and boom! it works. There was zero support on the Lexmark website. So they lose a star for that.",https://www.amazon.com/gp/customer-reviews/R39U02I9NMEL2E?ie=UTF8&ASIN=B07T6PGM4J,54,1,No,
R2EW0NEGXA5SGE,"August 17, 2019",Queenie_501,1,C3224dw,Verified Purchase,DO NOT buy this printer if you need it for wireless devices!!!,"This printer will not connect to your network. If it does, it will go back offline within 60 seconds. Don’t bother downloading the app...it’s not compatible with this particular model. Don’t bother calling customer service...they will tell you to go watch YouTube videos. Seriously. After being out on hold 6 times, the rep gave me a list of 3 YouTube videos to watch that “should” fix my problem. It didn’t. The QR Code that’s supposed to be easily scanned to connect your devices WILL NOT SCAN. I wasted two days trying to connect this piece of junk to my phone and it’s impossible.",https://www.amazon.com/gp/customer-reviews/R2EW0NEGXA5SGE?ie=UTF8&ASIN=B07T6PGM4J,34,3,No,
R1XAOQKUSXSH8Z,"January 5, 2020",ScotA,1,C3224dw,Verified Purchase,From sucker to furious.,"I'm terribly disappointed with what this printer has produced. My heart sank on the first test page when what came out appeared to have been the product of an inkjet printer. I really thought I had mistakenly paid for an inkjet the quality is so poor. And now I've gone from feeling like a sucker to being completely furious.I causes me to reconsider that value of Amazon exspecially for more expensive items. I very much wanted to make use of this printer today. I don't get much time off. I don't have time for BS.If I had gotten this at a brink-and-morter, I could solve this problem today. I'd go back to the store, show them the garbage that came out of this printer and they'd likely help me. I'd get back home and could continue with today's work.Instead now I've got to go through the pain of trying to figure out exactly what hoops I've got to jump through to get satisfaction.It's possible that it's not the printer itself that's the problem but instead the toner cartridges it came with. That doesn't matter and it doesn't help me. I need a working device now. I don't have it. I've tried shaking the cartidges but it doesn't help.I've included a video showing what the printer produced. Note the inkjet printer-like patterning in the rainbow image. Even basic black text is spotty and broken.",https://www.amazon.com/gp/customer-reviews/R1XAOQKUSXSH8Z?ie=UTF8&ASIN=B07T6PGM4J,17,2,No,
R2SNXJQ1ZBFXRQ,"August 27, 2019",Andrew D.,1,C3224dw,Verified Purchase,This printer is junk,"I selected 1 star because it won't let me select negative stars. I'm not a person who writes reviews, ever. I'm a reasonable person who understands you get what you pay for. I also understand this isn't and wasn't designed to be a ""great printer."" But, this is the biggest POS I've ever purchased. Not exaggerating at all, if I were to print something 15 times, 13 times it crumples the hell out of the paper and doesn't print properly, 1 of 15 times it jams and 1 of 15 times it prints OK, but at a slight angle. Do not buy this thing.",https://www.amazon.com/gp/customer-reviews/R2SNXJQ1ZBFXRQ?ie=UTF8&ASIN=B07T6PGM4J,20,1,No,
R3CAO4DFVVR0BA,"February 3, 2020",John C,5,C3224dw,Verified Purchase,Excellent printer for the price,"I followed some of the advice from others who let comments (e.g. Once my router gave it a DHCP address I made it static). Afterwards, my devices were quickly able to locate it. I printed acolor photo from two and a text page from the rest. I have not tried to print a multipage document yet, but the pictures were high enough quality on standard paper that I could have them freshness. Set up was not easy, but I wouldn't call it difficult. I will update this once I have attempted a multipage document and buy my first replacement toner. Thus far I am very satisfied with its results.I printed a full color 39 page double sided document over WiFi. The document includes color graphs, color and black and white text, images, and color tables. From the time I pressed the print button until it completed printing was 4 minutes and 30 seconds. Every detail on each page is quality. There is no smudging. Each page is perfectly aligned from front to back.I am perplexed about all of the 1 star complaints, this printer is awesome!",https://www.amazon.com/gp/customer-reviews/R3CAO4DFVVR0BA?ie=UTF8&ASIN=B07T6PGM4J,12,0,No,
R1MC724DK03CZE,"September 11, 2019",gene alderson,1,C3224dw,Verified Purchase,"0 star, would not work","0 star.....after it arrived it would not detect our router...... 3 apple computers, our previous printer and 2 Samsung phones talk to the router just fine...... then the printer was connected by wire to an APPLE MINI-MAC AND A LAP TOP, no response from the printer or computers............ we had to package it back up and haul it to the UPS store , all 41.75 pounds . We will buy a Canon or HP",https://www.amazon.com/gp/customer-reviews/R1MC724DK03CZE?ie=UTF8&ASIN=B07T6PGM4J,14,1,No,
R1DSGAPNGG525Q,"January 15, 2020",msbav8r,1,C3224dw,Verified Purchase,NOT compatible with Lexmark mobile app,"After 1 1/2 hours unpacking, setting up, and dealing with Lexmark technical support, they finally said this model is NOT compatible with the mobile printing app and CANNOT be used as a network printer and will NOT print wirelessly.Many manufacturers produce lower quality, lower-end products specifically for high-volume retailers like Amazon, Walmat, Home Depot, etc. The retailer dictates the price point and the manufacturer uses cheaper parts, removes functions, etc.This is one of those. Every other model of Lexmark is compatible with their mobile printing app, which is required to print wirelessly from your phone, tablet, etc This one isn't.If you need to print wirelessly do NOT buy this printer.",https://www.amazon.com/gp/customer-reviews/R1DSGAPNGG525Q?ie=UTF8&ASIN=B07T6PGM4J,9,1,No,
